index	chinese_rank	frequency	word	traditional	pinyin	matched	meaning
6044	18409	1.69	孔夫子	孔夫子	kǒngfūzǐ	khổng phu tử	Khổng phu tử
6045	18411	1.69	嘉靖	嘉靖	jiājìng	gia tĩnh	Gia Tĩnh
6046	18412	1.69	教务	教務	jiàowù	giáo vụ	giáo vụ
6047	18413	1.69	嘉庆	嘉慶	jiāqìng	gia khánh	Gia Khánh
6048	18414	1.69	礼拜天	禮拜天	lǐbàitiān	lễ bái thiên	lễ bái thiên/ngày chủ nhật/chủ nhật
6049	18418	1.69	龙城	龍城	lóngchéng	long thành	Long Thành
6050	18420	1.68	辩证法	辯證法	biànzhèngfǎ	biện chứng pháp	biện chứng pháp/phép biện chứng/phép biện chứng duy vật
6051	18424	1.68	词根	詞根	cígēn	từ căn	từ căn/gốc từ/từ nguyên/căn tố
6052	18429	1.68	官人	官人	guānrén	quan nhân	quan nhân/người làm quan
6053	18435	1.68	色素	色素	sèsù	sắc tố	sắc tố/chất sắc
6054	18440	1.68	懈怠	懈怠	xièdài	giải đãi	giải đãi/chậm trễ/lười biếng/buông thả/buông lỏng
6055	18442	1.68	口供	口供	kǒugōng	khẩu cung	khẩu cung/lời khai
6056	18445	1.68	通路	通路	tōnglù	thông lộ	thông lộ/đường sá/đường giao thông/con đường
6057	18446	1.68	老成	老成	lǎochéng	lão thành	lão thành/từng trải/lão luyện/dày dạn kinh nghiệm
6058	18457	1.68	议长	議長	yìcháng	nghị trưởng	chủ tịch quốc hội/nghị trưởng
6059	18462	1.68	家政	家政	jiāzhèng	gia chính	gia chính/quản lý gia đình/việc nội trợ
6060	18464	1.68	失传	失傳	shīchuán	thất truyền	thất truyền
6061	18465	1.68	绝境	絕境	juéjìng	tuyệt cảnh	tuyệt cảnh/nơi bị cô lập/bước đường cùng/đường cùng/tình thế không lối thoát
6062	18470	1.67	一针见血	一針見血	yīzhēnjiànxiě	nhất châm kiến huyết	nhất châm kiến huyết/nói trúng tim đen/gãi đúng chỗ ngứa/lời nói sắc bén
6063	18471	1.67	行道	行道	xíngdào	hành đạo	hành đạo/nghề/ngành/ngành nghề/nghề nghiệp
6064	18472	1.67	情义	情義	qíngyì	tình nghĩa	tình nghĩa
6065	18475	1.67	大展	大展	dàzhǎn	đại triển	đại triển
6066	18477	1.67	海宁	海寧	hǎiníng	hải ninh	Hải Ninh
6067	18484	1.67	调教	調教	diàojiào	điều giáo	dạy dỗ/điều giáo/chăm sóc dạy bảo/chăm sóc huấn luyện
6068	18496	1.67	大德	大德	dàdé	đại đức	đại đức/đại ân/phẩm chất cao sang/người đại đức
6069	18500	1.67	李逵	李逵	lǐkúi	lí quỳ	Lí Quỳ
6070	18503	1.67	亲家	親家	qīnjiā	thân gia	thân gia/thông gia/sui gia/ông bà thông gia/ông bà sui gia
6071	18516	1.67	才智	才智	cáizhì	tài trí	tài trí/tài năng và trí tuệ
6072	18523	1.67	边城	邊城	biānchéng	biên thành	biên thành/thành phố gần biên giới
6073	18524	1.67	答谢	答謝	dáxiè	đáp tạ	đáp tạ/đáp ơn/tạ ơn/đền đáp
6074	18530	1.67	奋起	奮起	fènqǐ	phấn khởi	phấn khởi/hăng hái/hăm hở/phấn chấn/nhấc mạnh lên
6075	18534	1.66	手工业	手工業	shǒugōngyè	thủ công nghiệp	thủ công nghiệp/nghề thủ công
6076	18539	1.66	养病	養病	yǎngbìng	dưỡng bệnh	dưỡng bệnh
6077	18546	1.66	现世	現世	xiànshì	hiện thế	hiện thế/kiếp này/đời này/mất mặt/xấu mặt/nhục nhã
6078	18553	1.66	神龙	神龍	shénlóng	thần long	thần long
6079	18560	1.66	增援	增援	zēngyuán	tăng viện	tiếp viện/chi viện/tăng viện/giúp đỡ thêm
6080	18561	1.66	功用	功用	gōngyòng	công dụng	công dụng/chức năng/công năng/có tác dụng
6081	18571	1.65	老前辈	老前輩	lǎoqiánbèi	lão tiền bối	lão tiền bối/bậc tiền bối
6082	18574	1.65	箴言	箴言	zhēnyán	châm ngôn	châm ngôn/lời khuyên/lời khuyên răn
6083	18582	1.65	遗言	遺言	yíyán	di ngôn	di ngôn/lời trăng trối
6084	18584	1.65	利弊	利弊	lìbì	lợi tệ	lợi và hại/lợi hại/lợi tệ
6085	18589	1.65	凉气	涼氣	liángqì	lương khí	lương khí
6086	18591	1.65	艳阳	豔陽	yànyáng	diễm dương	diễm dương/cảnh sắc tươi đẹp
6087	18594	1.65	俊美	俊美	jùnměi	tuấn mỹ	tuấn mỹ/tuấn tú/khôi ngô
6088	18602	1.65	退步	退步	tùibù	thoái bộ	lui bước/lạc hậu/thụt lùi/thoái bộ/nhượng bộ/lui nhường/bước lùi
6089	18605	1.65	交配	交配	jiāopèi	giao phối	giao phối
6090	18607	1.65	心烦意乱	心煩意亂	xīnfányìluàn	tâm phiền ý loạn	tâm phiền ý loạn
6091	18608	1.65	龙凤	龍鳳	lóngfèng	long phượng	long phượng
6092	18609	1.65	阴性	陰性	yīnxìng	âm tính	âm tính/giống cái
6093	18617	1.65	锅盖	鍋蓋	guōgài	oa cái	oa cái/vung
6094	18620	1.65	政事	政事	zhèngshì	chính sự	chính sự/việc nhà nước/việc quốc gia
6095	18626	1.65	风霜	風霜	fēngshuāng	phong sương	phong sương/gió sương/gian nan vất vả
6096	18629	1.65	黄泉	黃泉	huángquán	hoàng tuyền	hoàng tuyền/suối vàng/âm phủ
6097	18631	1.65	排泄	排泄	páixiè	bài tiết	bài tiết/rửa sạch/tháo nước/thoát nước/bài xuất/thải ra
6098	18632	1.65	沙土	沙土	shātǔ	sa thổ	cát đất/đất cát/sa thổ
6099	18633	1.65	会战	會戰	hùizhàn	hội chiến	hội chiến/quyết chiến/trận quyết chiến/chạm trán/đụng độ/hội nghị/cuộc đấu trí
6100	18634	1.65	开胃	開胃	kāiwèi	khai vị	khai vị/kích thích ăn uống/khiến ăn ngon miệng/đùa bỡn/đùa giỡn/vui mừng
6101	18637	1.65	履历	履歷	lv̌lì	lý lịch	lý lịch/bản lý lịch
6102	18642	1.65	兴衰	興衰	xīngshuāi	hưng suy	hưng suy/thịnh suy/thịnh và suy
6103	18647	1.64	雷霆	雷霆	léitíng	lôi đình	lôi đình/sấm sét/sấm chớp/nổi trận lôi đình/cơn giận dữ dội
6104	18649	1.64	武学	武學	wǔxué	võ học	võ học
6105	18650	1.64	金牛	金牛	jīnníu	kim ngưu	Kim Ngưu
6106	18651	1.64	桃李	桃李	táolǐ	đào lý	đào lý/đào mận
6107	18653	1.64	宠儿	寵兒	chǒngér	sủng nhi	sủng nhi/vật cưng/được mến chuộng/được ưa thích/người được yêu thích/con cưng/người được sủng ái/điều thích nhất/sủng thần/ái thiếp
6108	18657	1.64	光明正大	光明正大	guāngmíngzhèngdà	quang minh chính đại	quang minh chính đại
6109	18661	1.64	正大	正大	zhèngdà	chính đại	chính đại/chính đáng/rộng rãi
6110	18667	1.64	高产	高產	gāochǎn	cao sản	cao sản/sản lượng cao/năng suất cao
6111	18672	1.64	炮兵	炮兵	pàobīng	pháo binh	pháo binh
6112	18675	1.64	陪审团	陪審團	péishěntuán	bồi thẩm đoàn	bồi thẩm đoàn
6113	18676	1.64	遭殃	遭殃	zāoyāng	tao ương	tao ương/gặp nạn/thiệt thòi/bị tai ương/gặp tai ương/gặp hoạ
6114	18682	1.64	军政	軍政	jūnzhèng	quân chính	quân chính/quân sự và chính trị/quân đội và chính phủ
6115	18689	1.64	失色	失色	shīsè	thất sắc	thất sắc/mất màu/phai màu/biến sắc/thay đổi sắc mặt
6116	18691	1.64	拜佛	拜佛	bàifó	bái phật	bái phật/lễ Phật/lạy Phật/cúng Phật
6117	18694	1.63	中坚	中堅	zhōngjiān	trung kiên	trung kiên
6118	18698	1.63	香艳	香豔	xiāngyàn	hương diễm	hương diễm/ướt át/bóng bẩy
6119	18701	1.63	调制	調製	diàozhì	điều chế	điều chế/điều chỉnh/pha chế
6120	18705	1.63	英华	英華	yīnghuá	anh hoa	anh hoa/cỏ cây tươi đẹp/tinh hoa
6121	18706	1.63	无害	無害	wúhài	vô hại	vô hại/không có ác ý/không có hại/không thể so sánh/có một không hai/vô song
6122	18709	1.63	如常	如常	rúcháng	như thường	như thường/như cũ
6123	18728	1.63	神智	神智	shénzhì	thần trí	thần trí/tinh thần và trí tuệ
6124	18729	1.63	扫墓	掃墓	sǎomù	tảo mộ	tảo mộ/quét mộ
6125	18736	1.63	深思熟虑	深思熟慮	shēnsīshúlv̀	thâm tư thục lự	thâm tư thục lự/nghĩ sâu tính kỹ/nghĩ cặn kẽ/nghĩ tường tận/nghĩ nung nghĩ nấu
6126	18738	1.63	刚毅	剛毅	gāngyì	cương nghị	cương nghị/cương quyết/có nghị lực
6127	18739	1.63	解毒	解毒	jiědú	giải độc	giải độc/khử độc/cai nghiện/giải nhiệt/chữa các chứng bốc hoả, phát sốt
6128	18744	1.63	降级	降級	jiàngjí	giáng cấp	giáng cấp/giáng chức/hạ chức/hạ tầng công tác;/hạ tầng công tác
6129	18745	1.63	农妇	農婦	nóngfù	nông phụ	nông phụ
6130	18751	1.63	起色	起色	qǐsè	khởi sắc	khởi sắc/chuyển biến tốt/khá hơn/đỡ hơn
6131	18759	1.63	罗恩	羅恩	luōēn	la ân	La Ân
6132	18767	1.62	韵母	韻母	yùnmǔ	vận mẫu	vận mẫu/nguyên âm
6133	18768	1.62	诵经	誦經	sòngjīng	tụng kinh	tụng kinh
6134	18777	1.62	情理	情理	qínglǐ	tình lý	tình lý/lẽ phải
6135	18778	1.62	汉书	漢書	hànshū	hán thư	Hán Thư
6136	18780	1.62	道行	道行	dàoxíng	đạo hạnh	đạo hạnh
6137	18782	1.62	气血	氣血	qìxiě	khí huyết	khí huyết
6138	18786	1.62	火球	火球	huǒqíu	hỏa cầu	hỏa cầu/quả cầu lửa
6139	18793	1.62	论调	論調	lùndiào	luận điệu	luận điệu/giọng điệu
6140	18801	1.62	百草	百草	bǎicǎo	bách thảo	bách thảo/các loại cỏ
6141	18807	1.62	建树	建樹	jiànshù	kiến thụ	kiến thụ/lập nên/lập/gây dựng/đóng góp/góp phần/công tích/thành tích/chiến tích
6142	18817	1.62	慕名	慕名	mùmíng	mộ danh	mộ danh/hâm mộ tiếng tăm
6143	18818	1.62	螳螂	螳螂	tángláng	đường lang	đường lang/bọ ngựa/con bọ ngựa/ngựa trời
6144	18821	1.62	形而上学	形而上學	xíngérshàngxué	hình nhi thượng học	hình nhi thượng học/kinh nghiệm bên ngoài/bộ môn nghiên cứu nguyên lý căn bản của vũ trụ trong lịch sử triết học/siêu hình
6145	18822	1.62	钓鱼台	釣魚臺	diàoyútái	điếu ngư đài	Điếu Ngư Đài
6146	18834	1.61	词曲	詞曲	cíqū	từ khúc	từ khúc/lời và nhạc/tên gọi chung cho Từ và Khúc
6147	18836	1.61	脱俗	脫俗	tuōsú	thoát tục	thoát tục/không dính bụi trần
6148	18837	1.61	留情	留情	líuqíng	lưu tình	lưu tình/nể tình/nể nang/nể mặt
6149	18838	1.61	笔法	筆法	bǐfǎ	bút pháp	bút pháp
6150	18840	1.61	复员	復員	fùyuán	phục viên	phục viên/giải ngũ
6151	18848	1.61	古装	古裝	gǔzhuāng	cổ trang	cổ trang/trang phục cổ/phục trang thời cổ/quần áo cổ
6152	18850	1.61	奴婢	奴婢	núbì	nô tì	nô tỳ/nô tì
6153	18858	1.61	赴约	赴約	fùyuē	phó ước	phó ước/đi đến cuộc hẹn/đến nơi hẹn
6154	18867	1.6	神采	神采	shéncǎi	thần thái	thần thái/vẻ/vẻ mặt
6155	18868	1.6	助威	助威	zhùwēi	trợ uy	trợ uy/trợ oai
6156	18871	1.6	假想	假想	jiǎxiǎng	giả tưởng	giả tưởng/giả/tưởng tượng/hư cấu
6157	18872	1.6	军费	軍費	jūnfèi	quân phí	quân phí/chi phí quân sự
6158	18880	1.6	大赦	大赦	dàshè	đại xá	đại xá
6159	18885	1.6	贝勒	貝勒	bèilè	bối lặc	bối lặc/đa la bối lặc/lại/vừa... lại
6160	18887	1.6	茶具	茶具	chájù	trà cụ	trà cụ/bộ đồ trà
6161	18888	1.6	大修	大修	dàxīu	đại tu	đại tu
6162	18889	1.6	替身	替身	tìshēn	thế thân	thế thân/người thay thế/người chịu tội thay/tốt đen/chốt đen
6163	18900	1.6	千真万确	千真萬確	qiānzhēnwànquè	thiên chân vạn xác	thiên chân vạn xác
6164	18907	1.6	圣旨	聖旨	shèngzhǐ	thánh chỉ	thánh chỉ/chiếu chỉ
6165	18910	1.6	神功	神功	shéngōng	thần công	thần công
6166	18911	1.6	自重	自重	zìzhòng	tự trọng	tự trọng/đề cao/nâng cao/trọng lượng/nặng
6167	18923	1.6	暴发	暴發	bàofā	bộc phát	bộc phát/bạo phát/phất nhanh/phát tài/phất/thăng chức đột ngột/dữ dội/bùng nổ dữ dội
6168	18926	1.6	预审	預審	yùshěn	dự thẩm	dự thẩm/thẩm tra/thẩm vấn
6169	18928	1.59	猛兽	猛獸	měngshòu	mãnh thú	mãnh thú/thú dữ
6170	18929	1.59	称霸	稱霸	chēngbà	xưng bá	xưng bá/thống trị/làm lãnh chúa/làm chúa tể
6171	18931	1.59	本家	本家	běnjiā	bổn gia	bổn gia/người trong tộc/người họ nội
6172	18933	1.59	克拉克	克拉克	kèlākè	khắc lạp khắc	Khắc Lạp Khắc
6173	18934	1.59	丐帮	丐幫	gàibāng	cái bang	Cái Bang
6174	18935	1.59	白虎	白虎	báihǔ	bạch hổ	bạch hổ
6175	18943	1.59	纵深	縱深	zòngshēn	tung thâm	thọc sâu/tung thâm
6176	18945	1.59	动武	動武	dòngwǔ	động võ	động võ/dùng vũ lực/ẩu đả/đánh nhau/tấn công/hành hung
6177	18951	1.59	虚脱	虛脫	xūtuō	hư thoát	hư thoát/phát sinh hư thoát/xuất hiện triệu chứng hư thoát
6178	18959	1.59	襄阳	襄陽	xiāngyáng	tương dương	Tương Dương
6179	18963	1.59	污辱	汙辱	wūrǔ	ô nhục	ô nhục/làm nhục/lăng mạ/sỉ nhục/làm bẩn/vấy bẩn
6180	18968	1.59	陈某	陳某	chénmǒu	trần mỗ	Trần mỗ
6181	18971	1.59	战神	戰神	zhànshén	chiến thần	chiến thần
6182	18976	1.59	天灾	天災	tiānzāi	thiên tai	thiên tai
6183	18980	1.59	残杀	殘殺	cánshā	tàn sát	tàn sát/sát hại/giết hại
6184	18988	1.59	对战	對戰	dùizhàn	đối chiến	đối chiến
6185	18990	1.59	大鼓	大鼓	dàgǔ	đại cổ	đại cổ/trống to/hát nói
6186	18996	1.59	连词	連詞	liáncí	liên từ	liên từ/từ nối
6187	18997	1.59	小白脸	小白臉	xiǎobáiliǎn	tiểu bạch kiểm	tiểu bạch kiểm/mặt trắng nhỏ
6188	19004	1.59	战壕	戰壕	zhànháo	chiến hào	chiến hào
6189	19006	1.59	征用	徵用	zhēngyòng	trưng dụng	trưng dụng
6190	19007	1.59	电光	電光	diànguāng	điện quang	điện quang/ánh chớp/ánh sáng điện
6191	19012	1.58	球门	球門	qíumén	cầu môn	cầu môn/gôn/khung thành
6192	19014	1.58	精妙	精妙	jīngmiào	tinh diệu	tinh diệu/đẹp đẽ/kỳ diệu/tuyệt diệu/tuyệt vời/tinh xảo
6193	19017	1.58	犹太教	猶太教	yóutàijiào	do thái giáo	Đạo Do Thái/Do Thái giáo
6194	19021	1.58	空想	空想	kōngxiǎng	không tưởng	không tưởng/nghĩ viển vông/suy nghĩ viển vông/nghĩ vẩn vơ/suy nghĩ vô căn cứ/thoát ly thực tế/ảo tưởng/cuồng tưởng
6195	19025	1.58	道德经	道德經	dàodéjīng	đạo đức kinh	Đạo Đức Kinh
6196	19026	1.58	才学	才學	cáixué	tài học	mới học/tài học/mới/tài năng và học vấn
6197	19030	1.58	热诚	熱誠	rèchéng	nhiệt thành	nhiệt thành/nhiệt tâm/tận tình/sốt sắng
6198	19033	1.58	端倪	端倪	duānní	đoan nghê	manh mối/mánh khóe/đầu mối/đoán ra đầu mối/tìm ra đầu mối/đoan nghê/mối khóe
6199	19040	1.58	名望	名望	míngwàng	danh vọng	danh vọng/uy tín
6200	19041	1.58	罪孽	罪孽	zùiniè	tội nghiệt	tội nghiệt/nghiệp chướng/cái nghiệp/tội chướng
6201	19049	1.58	北海道	北海道	běihǎidào	bắc hải đạo	Hokkaido/Hốc-Cai-Đô/Bắc Hải Đạo
6202	19056	1.58	王座	王座	wángzuò	vương tọa	vương tọa
6203	19059	1.58	逐出	逐出	zhúchū	trục xuất	trục xuất
6204	19073	1.58	闲散	閒散	xiánsàn	nhàn tản	nhàn tản/nhàn hạ/không dùng đến/chưa sử dụng đến
6205	19076	1.58	行宫	行宮	xínggōng	hành cung	hành cung
6206	19081	1.58	事理	事理	shìlǐ	sự lí	lí lẽ/sự lí/lý do
6207	19085	1.58	出纳	出納	chūnà	xuất nạp	xuất nạp/thu chi/tài vụ/nhân viên tài vụ/nhận sách và đưa mượn sách
6208	19092	1.58	星系	星系	xīngxì	tinh hệ	tinh hệ/hệ định tinh
6209	19093	1.58	灵验	靈驗	língyàn	linh nghiệm	linh nghiệm/hiệu nghiệm/chính xác/đúng
6210	19102	1.57	走资派	走資派	zǒuzīpài	tẩu tư phái	tẩu tư phái
6211	19116	1.57	贫农	貧農	pínnóng	bần nông	bần nông
6212	19120	1.57	十方	十方	shífāng	thập phương	thập phương/mười phương
6213	19122	1.57	展露	展露	zhǎnlù	triển lộ	triển lộ/bày ra/hiện ra/lộ ra
6214	19125	1.57	铁锤	鐵鎚	tiěchúi	thiết chùy	thiết chùy
6215	19130	1.57	拘泥	拘泥	jūní	câu nệ	câu nệ/cố chấp/khăng khăng
6216	19139	1.57	变法	變法	biànfǎ	biến pháp	biến pháp/cải cách chính trị
6217	19141	1.57	轻率	輕率	qīnglv̀	khinh suất	khinh suất/khinh xuất/tuỳ tiện/hời hợt
6218	19152	1.57	辽东	遼東	liáodōng	liêu đông	Liêu Đông
6219	19153	1.57	退让	退讓	tùiràng	thoái nhượng	thoái nhượng/thoái nhường/lui nhường/nhường đường/nhượng bộ
6220	19159	1.57	得志	得志	dézhì	đắc chí	đắc chí/hợp ý/toại nguyện/vừa lòng
6221	19161	1.57	老太爷	老太爺	lǎotàiyé	lão thái gia	lão thái gia/ông/quý ông/ông bên nhà/ông nhà
6222	19164	1.57	鲁莽	魯莽	lǔmǎng	lỗ mãng	lỗ mãng/thô lỗ/thô bỉ
6223	19170	1.57	惊骇	驚駭	liánghài	kinh hãi	kinh hãi/sợ hãi/hoảng sợ
6224	19173	1.57	痔疮	痔瘡	zhìchuāng	trĩ sang	trĩ sang
6225	19176	1.57	天衣无缝	天衣無縫	tiānyīwúféng	thiên y vô phùng	thiên y vô phùng/không chê vào đâu được/áo tiên không thấy vết chỉ khâu
6226	19182	1.56	东西南北	東西南北	dōngxīnánběi	đông tây nam bắc	đông tây nam bắc/bốn phương tám hướng
6227	19188	1.56	攻城	攻城	gōngchéng	công thành	công thành
6228	19199	1.56	远洋	遠洋	yuǎnyáng	viễn dương	viễn dương/biển xa/xa khơi
6229	19202	1.56	诸君	諸君	zhūjūn	chư quân	chư quân/chư vị/các vị
6230	19206	1.56	三藏	三藏	sāncáng	tam tạng	Tam Tạng
6231	19209	1.56	外祖父	外祖父	wàizǔfù	ngoại tổ phụ	ngoại tổ phụ/ông ngoại
6232	19211	1.56	十全十美	十全十美	shíquánshíměi	thập toàn thập mỹ	thập toàn thập mỹ/mười phân vẹn mười
6233	19212	1.56	五光十色	五光十色	wǔguāngshísè	ngũ quang thập sắc	ngũ quang thập sắc/muôn màu muôn vẻ/màu sắc đẹp đẽ phong phú/màu sắc đa dạng
6234	19224	1.56	洪武	洪武	hóngwǔ	hồng vũ	Hồng Vũ
6235	19225	1.56	百灵	百靈	bǎilíng	bách linh	Bách Linh/chim sơn ca
6236	19230	1.56	栈道	棧道	zhàndào	sạn đạo	sạn đạo/đường núi hiểm trở
6237	19235	1.56	生路	生路	shēnglù	sinh lộ	sinh lộ/con đường sống/lối thoát
6238	19240	1.56	象形	象形	xiàngxíng	tượng hình	tượng hình
6239	19242	1.56	次长	次長	cìcháng	thứ trưởng	thứ trưởng/phó bí thư
6240	19253	1.55	外力	外力	wàilì	ngoại lực	ngoại lực/lực tác động từ bên ngoài/sức mạnh bên ngoài
6241	19255	1.55	贵妃	貴妃	gùifēi	quý phi	quý phi
6242	19258	1.55	军士	軍士	jūnshì	quân sĩ	quân sĩ/quân lính/hạ sĩ quan
6243	19260	1.55	平复	平復	píngfù	bình phục	bình phục/trở lại yên tĩnh/hồi phục
6244	19267	1.55	求援	求援	qíuyuán	cầu viện	cầu viện/xin viện trợ
6245	19270	1.55	玛瑙	瑪瑙	mǎnǎo	mã não	mã não
6246	19298	1.54	大部队	大部隊	dàbùdùi	đại bộ đội	đại bộ đội
6247	19301	1.54	功勋	功勛	gōngxūn	công huân	công huân/công trạng/công lao/kỳ công/thành tích chói lọi
6248	19319	1.54	红玉	紅玉	hóngyù	hồng ngọc	hồng ngọc
6249	19322	1.54	含冤	含冤	hányuān	hàm oan	hàm oan/ngậm oan
6250	19329	1.54	相干	相干	xiānggān	tương can	tương quan/liên can/có liên quan với nhau/tương can/cùng quan thiệp
6251	19330	1.54	文言	文言	wényán	văn ngôn	văn ngôn/cổ văn
6252	19332	1.54	处所	處所	chùsuǒ	xứ sở	xứ sở/nơi chốn/nơi/địa điểm/vị trí
6253	19335	1.54	出工	出工	chūgōng	xuất công	xuất công/đi làm
6254	19339	1.54	褴褛	襤褸	bǎolv̌	lam lũ	lam lũ/rách rưới/tả tơi
6255	19340	1.54	夜雨	夜雨	yèyǔ	dạ vũ	dạ vũ/đêm mưa
6256	19342	1.53	清丽	清麗	qīnglì	thanh lệ	thanh lệ/tươi đẹp
6257	19343	1.53	巧遇	巧遇	qiǎoyù	xảo ngộ	xảo ngộ/tình cờ gặp/gặp gỡ tình cờ
6258	19345	1.53	海运	海運	hǎiyùn	hải vận	hải vận/vận chuyển đường biển/vận tải biển
6259	19346	1.53	高谈阔论	高談闊論	gāotánkuòlùn	cao đàm khoát luận	cao đàm khoát luận/bàn luận viển vông/ba hoa khoác lác
6260	19350	1.53	机长	機長	jīcháng	cơ trưởng	cơ trưởng
6261	19355	1.53	丧事	喪事	sāngshì	tang sự	tang sự/việc tang/việc hiếu
6262	19358	1.53	北山	北山	běishān	bắc sơn	Bắc Sơn
6263	19359	1.53	八宝	八寶	bābǎo	bát bảo	bát bảo/ngọc ấn/ngự ấn/ngọc tỉ/bát bửu
6264	19360	1.53	近邻	近鄰	jìnlín	cận lân	cận lân/hàng xóm/láng giềng
6265	19362	1.53	抚顺	撫順	fǔshùn	phủ thuận	Phủ Thuận
6266	19368	1.53	大乘	大乘	dàchéng	đại thừa	đại thừa/bực tu đã tự độ mình lại độ cho người
6267	19369	1.53	一统	一統	yītǒng	nhất thống	nhất thống/thống nhất
6268	19372	1.53	邓肯	鄧肯	dèngkěn	đặng khẳng	Đặng Khẳng
6269	19374	1.53	停战	停戰	tíngzhàn	đình chiến	ngưng chiến/đình chiến/ngưng chiến đấu/ngừng bắn
6270	19378	1.53	晶体	晶體	jīngtǐ	tinh thể	tinh thể/pha lê
6271	19379	1.53	反手	反手	fǎnshǒu	phản thủ	phản thủ/trở tay/chắp tay sau đít/để tay sau lưng/dễ dàng/dễ như trở bàn tay/dễ như chơi/dễ như bỡn
6272	19380	1.53	风情万种	風情萬種	fēngqíngwànzhǒng	phong tình vạn chủng	phong tình vạn chủng
6273	19381	1.53	合情合理	合情合理	héqínghélǐ	hợp tình hợp lý	hợp tình hợp lý
6274	19385	1.53	滴落	滴落	dīluò	tích lạc	tích lạc
6275	19389	1.53	离子	離子	lízǐ	ly tử	ly tử/i-ông/i-on/ion
6276	19390	1.53	公诉	公訴	gōngsù	công tố	công tố
6277	19393	1.53	家父	家父	jiāfù	gia phụ	gia phụ/phụ thân/cha tôi
6278	19394	1.53	伦理学	倫理學	lúnlǐxué	luân lý học	luân lý học
6279	19396	1.53	足下	足下	zúxià	túc hạ	dưới chân/túc hạ/anh/ngài
6280	19400	1.53	随缘	隨緣	súiyuán	tùy duyên	tùy duyên
6281	19406	1.53	千里马	千里馬	qiānlǐmǎ	thiên lý mã	thiên lý mã/tuấn mã
6282	19414	1.53	战马	戰馬	zhànmǎ	chiến mã	chiến mã/ngựa chiến/ngựa chiến đấu
6283	19418	1.53	乳腺	乳腺	rǔxiàn	nhũ tuyến	nhũ tuyến/tuyến sữa
6284	19424	1.52	臣民	臣民	chénmín	thần dân	thần dân
6285	19426	1.52	鄙人	鄙人	bǐrén	bỉ nhân	bỉ nhân/kẻ hèn này
6286	19430	1.52	关东	關東	guāndōng	quan đông	Quan Đông
6287	19431	1.52	贪官污吏	貪官汙吏	tānguānwūlì	tham quan ô lại	tham quan ô lại/tham quan
6288	19432	1.52	寒光	寒光	hánguāng	hàn quang	hàn quang/sắc bén/bén ngót
6289	19433	1.52	堂兄	堂兄	tángxiōng	đường huynh	đường huynh/anh con bác/anh con chú bác
6290	19434	1.52	童谣	童謠	tóngyáo	đồng dao	đồng dao
6291	19451	1.52	加固	加固	jiāgù	gia cố	gia cố/củng cố/tăng cường
6292	19456	1.52	使徒	使徒	shǐtú	sứ đồ	sứ đồ/tông đồ/nhà truyền giáo Gia Tô
6293	19458	1.52	里里外外	裡裡外外	lǐlǐwàiwài	lí lí ngoại ngoại	lí lí ngoại ngoại
6294	19459	1.52	名士	名士	míngshì	danh sĩ	danh sĩ/thời xưa chỉ những người rất có danh vọng nhưng không làm quan
6295	19460	1.52	淡泊	淡泊	dànbó	đạm bạc	đạm bạc/không ham danh lợi/thanh bạch/không màng danh lợi
6296	19471	1.52	幽怨	幽怨	yōuyuàn	u oán	u oán/nỗi hận thầm kín/nỗi oán hận trong lòng
6297	19472	1.52	架式	架式	jiàshì	giá thức	giá thức
6298	19473	1.52	享福	享福	xiǎngfú	hưởng phúc	hưởng phúc/hưởng hạnh phúc/sống yên vui sung sướng/được hưởng thụ phúc trời
6299	19478	1.52	感化	感化	gǎnhuà	cảm hóa	cảm hóa/cảm hoá/cải tạo
6300	19482	1.52	失魂落魄	失魂落魄	shīhúnluòpò	thất hồn lạc phách	thất hồn lạc phách/hồn bay phách lạc/kinh hồn bạt vía
6301	19488	1.52	观感	觀感	guāngǎn	quan cảm	quan cảm/cảm tưởng/cảm giác/cảm nhận/cách nhìn/kết quả quan sát
6302	19489	1.52	婚约	婚約	hūnyuē	hôn ước	hôn ước/đính hôn
6303	19496	1.51	中锋	中鋒	zhōngfēng	trung phong	trung phong/tiền đạo
6304	19497	1.51	出其不意	出其不意	chūqíbùyì	xuất kỳ bất ý	xuất kỳ bất ý/đánh bất ngờ/hành động khi người ta không đề phòng
6305	19499	1.51	少尉	少尉	shǎowèi	thiếu úy	thiếu úy/thiếu uý
6306	19500	1.51	沙场	沙場	shācháng	sa trường	sa trường/chiến trường
6307	19503	1.51	名门	名門	míngmén	danh môn	danh môn
6308	19509	1.51	别名	別名	biémíng	biệt danh	biệt danh/tên gọi khác/biệt hiệu
6309	19517	1.51	凌辱	凌辱	língrǔ	lăng nhục	lăng nhục/làm nhục/hà hiếp
6310	19524	1.51	潜藏	潛藏	qiáncáng	tiềm tàng	tiềm tàng/ẩn núp/tiềm ẩn/ẩn náu
6311	19527	1.51	屯田	屯田	túntián	đồn điền	đồn điền
6312	19531	1.51	报恩	報恩	bàoēn	báo ân	báo ân/đền ơn
6313	19536	1.51	胡椒	胡椒	hújiāo	hồ tiêu	hồ tiêu/tiêu/hạt tiêu
6314	19539	1.51	焦距	焦距	jiāojù	tiêu cự	tiêu cự
6315	19540	1.51	冰河	冰河	bīnghé	băng hà	băng hà/sông băng
