chinese word ranking	frequency	word	traditional	pinyin	hanviet	meaning
17305	1.88	成形	成形	chéngxíng	thành hình	thành hình/xếp hình/xếp thành hình dáng/tượng hình/khoa tạo hình
17307	1.88	赠品	贈品	zèngpǐn	tặng phẩm	tặng phẩm/quà tặng
17312	1.88	原形	原形	yuánxíng	nguyên hình	nguyên hình/bộ mặt thật
17333	1.88	联队	聯隊	liándùi	liên đội	liên đội
17347	1.88	正名	正名	zhèngmíng	chính danh	chính danh/xứng danh
17349	1.88	高见	高見	gāojiàn	cao kiến	cao kiến/kiến thức sâu rộng/ý kiến hay/nhận xét có tầm nhìn xa
17352	1.87	红心	紅心	hóngxīn	hồng tâm	hồng tâm/trái tim hồng/tấm lòng nhiệt huyết
17364	1.87	降生	降生	jiàngshēng	giáng sinh	giáng sinh
17366	1.87	混战	混戰	hùnzhàn	hỗn chiến	hỗn chiến/trận hỗn chiến/giao chiến/đánh nhau lộn xộn
17378	1.87	同道	同道	tóngdào	đồng đạo	đồng đạo/người cùng lý tưởng/người cùng tín ngưỡng/người cùng ngành/người cùng nghề/cùng đường/cùng một đường
17382	1.87	住持	住持	zhùchí	trụ trì	trụ trì/sư trụ trì/người trụ trì/cũng là do nghĩa ấy cả
17397	1.86	密室	密室	mìshì	mật thất	mật thất/căn phòng bí mật
17405	1.86	不忠	不忠	bùzhōng	bất trung	bất trung/không trung thành
17414	1.86	污秽	汙穢	wūhùi	ô uế	dơ bẩn/ô uế/bẩn thỉu/vật ô uế
17436	1.86	乱伦	亂倫	luànlún	loạn luân	loạn luân
17448	1.86	神威	神威	shénwēi	thần uy	thần uy/uy lực thần kì/sức mạnh thần kì
17453	1.85	盛情	盛情	shèngqíng	thịnh tình	thịnh tình/mối tình nồng nàn
17456	1.85	河马	河馬	hémǎ	hà mã	hà mã
17465	1.85	升天	昇天	shēngtiān	thăng thiên	thăng thiên/chầu trời/chết
17469	1.85	隔音	隔音	géyīn	cách âm	cách âm
17486	1.85	春色	春色	chūnsè	xuân sắc	xuân sắc/cảnh xuân/sắc xuân/ửng hồng
17496	1.85	高频	高頻	gāopín	cao tần	cao tần/tần số cao
17499	1.85	徽章	徽章	hūizhāng	huy chương	huy chương/huy hiệu
17508	1.85	公使	公使	gōngshǐ	công sứ	công sứ/quán sứ
17520	1.84	涵义	涵義	hányì	hàm nghĩa	hàm nghĩa/hàm ý/có ý/có nghĩa
17521	1.84	对流	對流	dùilíu	đối lưu	đối lưu/sự đối lưu
17531	1.84	出厂	出廠	chūchǎng	xuất xưởng	xuất xưởng
17532	1.84	阴历	陰曆	yīnlì	âm lịch	âm lịch
17544	1.84	飞人	飛人	fēirén	phi nhân	phi nhân/người bay/người chạy nhanh
17545	1.84	通晓	通曉	tōngxiǎo	thông hiểu	thông hiểu/hiểu rõ/thông thạo
17551	1.84	俊杰	俊傑	jùnjié	tuấn kiệt	tuấn kiệt/hào kiệt/anh hào/tài giỏi/lỗi lạc
17555	1.84	财源	財源	cáiyuán	tài nguyên	tài nguyên
17572	1.84	穷苦	窮苦	qióngkǔ	cùng khổ	cùng khổ/bần cùng khốn khổ/nghèo khổ
17574	1.84	救星	救星	jìuxīng	cứu tinh	cứu tinh/người cứu vớt/người cứu thoát
17578	1.84	大功	大功	dàgōng	đại công	công lớn/đại công/công to
17588	1.83	霸主	霸主	bàzhǔ	bá chủ	bá chủ/chúa tể
17604	1.83	宣战	宣戰	xuānzhàn	tuyên chiến	tuyên chiến/triển khai đấu tranh
17612	1.83	珍重	珍重	zhēnzhòng	trân trọng	trân trọng/quý trọng/coi trọng/bảo trọng/giữ gìn sức khỏe/giữ gìn sức khoẻ
17613	1.83	皇城	皇城	huángchéng	hoàng thành	hoàng thành
17618	1.82	翻版	翻版	fānbǎn	phiên bản	phiên bản/in/bản in/bản sao/sao chép lại
17622	1.82	绝色	絕色	juésè	tuyệt sắc	tuyệt sắc/sắc đẹp tuyệt trần
17632	1.82	民情	民情	mínqíng	dân tình	dân tình/tình cảnh của dân/tình cảm của dân/tâm tình nguyện cọng của dân
17643	1.82	冒昧	冒昧	màomèi	mạo muội	mạo muội/đánh liều/đánh bạo
17665	1.82	上古	上古	shànggǔ	thượng cổ	thượng cổ
17667	1.82	尽心	盡心	jǐnxīn	tận tâm	tận tâm/dồn hết/tận lòng/hết lòng/hết lòng hết dạ
17672	1.82	赤道	赤道	chìdào	xích đạo	xích đạo/xích đạo thiên cầu
17674	1.82	号令	號令	hàolìng	hiệu lệnh	hiệu lệnh/lệnh/truyền lệnh/mệnh lệnh
17679	1.82	佛家	佛家	fójiā	phật gia	phật gia
17684	1.81	善心	善心	shànxīn	thiện tâm	thiện tâm/ý tốt/tấm lòng vàng/nhân từ
17688	1.81	远景	遠景	yuǎnjǐng	viễn cảnh	viễn cảnh/cảnh vật ở xa/cảnh tương lai
17710	1.81	行凶	行凶	xíngxiōng	hành hung	hành hung
17716	1.81	大义	大義	dàyì	đại nghĩa	đại nghĩa/nghĩa lớn
17740	1.8	无神	無神	wúshén	vô thần	vô thần
17744	1.8	万象	萬象	wànxiàng	vạn tượng	vạn vật/muôn vật/mọi vật/Vạn Tượng/Viêng Chăn/Vientiane
17757	1.8	主攻	主攻	zhǔgōng	chủ công	chủ công/mũi tiến công chính
17768	1.8	得胜	得勝	déshèng	đắc thắng	đắc thắng/giành thắng lợi/thu được thắng lợi
17771	1.8	死尸	死屍	sǐshī	tử thi	tử thi/xác chết/thây/thi hài/thi thể
17773	1.8	深意	深意	shēnyì	thâm ý	thâm ý/ý sâu/ý nghĩ sâu xa
17776	1.8	呜呼	嗚呼	wūhū	ô hô	ô hô/hỡi ôi/than ôi
17777	1.8	杂质	雜質	zázhí	tạp chất	tạp chất/chất bẩn
17782	1.79	埋没	埋沒	máiméi	mai một	mai một/chôn cất/chôn giấu/chôn vùi/vùi dập
17792	1.79	公理	公理	gōnglǐ	công lí/công lý	công lý/tiền đề/mệnh đề/chân lý
17821	1.79	大丈夫	大丈夫	dàzhàngfū	đại trượng phu	đại trượng phu
17849	1.78	佛门	佛門	fómén	phật môn	phật môn/Phật giáo/cửa Phật/nhà Phật
17855	1.78	时限	時限	shíxiàn	thời hạn	thời hạn/hạn định
17856	1.78	惨败	慘敗	cǎnbài	thảm bại	thảm bại/thất bại thảm hại/thất bại nặng nề/thua xiểng liểng/thua xiểng liểng
17858	1.78	会诊	會診	hùizhěn	hội chẩn	hội chẩn
17859	1.78	口诀	口訣	kǒujué	khẩu quyết	khẩu quyết/bài vè
17860	1.78	山歌	山歌	shāngē	sơn ca	sơn ca
17865	1.78	磨擦	磨擦	mócā	ma sát	ma sát/sự ma xát/đụng chạm/mài/cọ sát vào nhau/xung đột
17868	1.78	成见	成見	chéngjiàn	thành kiến	thành kiến/định kiến/thiên kiến
17870	1.78	公演	公演	gōngyǎn	công diễn	công diễn/biểu diễn công khai
17886	1.78	静心	靜心	jìngxīn	tĩnh tâm	tĩnh tâm
17887	1.78	毒气	毒氣	dúqì	độc khí	độc khí/hơi độc/khí độc
17931	1.76	太古	太古	tàigǔ	thái cổ	thái cổ/thời đại thái cổ/cổ xưa
17946	1.76	定罪	定罪	dìngzùi	định tội	định tội/khép tội/buộc tội
17953	1.76	决意	決意	juéyì	quyết ý	quyết ý/quyết định/quyết chí
17958	1.76	不动产	不動產	bùdòngchǎn	bất động sản	bất động sản/tài sản/của cải/tài sản cố định
17987	1.76	拜师	拜師	bàishī	bái sư	bái sư/bái làm thầy/bái làm sư phụ
17992	1.76	俊秀	俊秀	jùnxìu	tuấn tú	tuấn tú/thanh tú/đẹp đẽ
17994	1.75	迎战	迎戰	yíngzhàn	nghênh chiến	nghênh chiến/nghinh chiến
17997	1.75	恩惠	恩惠	ēnhùi	ân huệ	ân huệ/ân đức/ân điển
17998	1.75	巡洋舰	巡洋艦	xúnyángjiàn	tuần dương hạm	tuần dương hạm/tàu tuần dương
18002	1.75	心肝	心肝	xīngān	tâm can	tâm can/tim gan/cục cưng/lương tâm/lẽ phải
18014	1.75	传神	傳神	chuánshén	truyền thần	sinh động/truyền thần/có thần/giống hệt/giống như thật
18015	1.75	淫乱	淫亂	yínluàn	dâm loạn	dâm loạn/tà dâm
18021	1.75	含意	含意	hányì	hàm ý	hàm ý/ẩn ý/hàm nghĩa/ý nghĩa
18028	1.75	中弹	中彈	zhōngdàn	trúng đạn	trúng đạn
18034	1.75	王公	王公	wánggōng	vương công	vương công/quý tộc/quý phái
18035	1.75	再版	再版	zàibǎn	tái bản	tái bản/in lần thứ hai
18038	1.75	地界	地界	dìjiè	địa giới	địa giới/ranh giới/ranh/bờ/khu vực/vùng/miền
18063	1.74	皇太后	皇太后	huángtàihòu	hoàng thái hậu	hoàng thái hậu/Hoàng thái hậu/mẹ vua
18085	1.74	夫子	夫子	fūzǐ	phu tử	phu tử/học giả/thầy/sư phụ/đồ già/đồ gàn
18102	1.74	军衔	軍銜	jūnxián	quân hàm	quân hàm
18104	1.74	佳话	佳話	jiāhuà	giai thoại	giai thoại/câu chuyện hay/chuyện lý thú
18110	1.73	决断	決斷	juéduàn	quyết đoán	quyết đoán/định/phán đoán/quyết định/sức quyết đoán
18115	1.73	全军	全軍	quánjūn	toàn quân	toàn quân
18127	1.73	黄道	黃道	huángdào	hoàng đạo	hoàng đạo
18134	1.73	女皇	女皇	nv̌huáng	nữ hoàng	nữ hoàng/bà hoàng
18138	1.73	衰竭	衰竭	shuāijié	suy kiệt	suy kiệt
18153	1.73	施主	施主	shīzhǔ	thí chủ	thí chủ/người cho
18157	1.73	大神	大神	dàshén	đại thần	đại thần
18158	1.73	兵营	兵營	bīngyíng	binh doanh	binh doanh/doanh trại quân đội/trại lính
18192	1.72	磁场	磁場	cícháng	từ trường	từ trường/từ khu
18201	1.72	盔甲	盔甲	kūijiǎ	khôi giáp	khôi giáp/giáp trụ/nón giáp sắt
18203	1.72	民权	民權	mínquán	dân quyền	dân quyền/quyền lợi của dân
18219	1.71	外伤	外傷	wàishāng	ngoại thương	ngoại thương/thương tổn vì nguyên nhân bên ngoài
18220	1.71	奖赏	獎賞	jiǎngshǎng	tưởng thưởng	tưởng thưởng/khen thưởng/phần thưởng/thưởng
18228	1.71	内功	內功	nèigōng	nội công	nội công
18235	1.71	中线	中線	zhōngxiàn	trung tuyến	trung tuyến/đường trung tuyến/tuyến giữa
18244	1.71	阎王	閻王	yánwáng	diêm vương	diêm vương/Diêm vương/kẻ cực kỳ hung ác/cực kỳ tàn nhẫn
18246	1.71	固守	固守	gùshǒu	cố thủ	cố thủ/phòng thủ kiên cố/khư khư/khăng khăng/cố giữ lấy/cố bám lấy/giữ đến cùng
18252	1.71	增速	增速	zēngsù	tăng tốc	tăng tốc
18253	1.71	木耳	木耳	mùěr	mộc nhĩ	mộc nhĩ/nấm mèo
18259	1.71	漫谈	漫談	màntán	mạn đàm	mạn đàm
18271	1.71	家业	家業	jiāyè	gia nghiệp	gia nghiệp/gia sản
18281	1.7	附注	附注	fùzhù	phụ chú	phụ chú/chú giải/chú thích
18297	1.7	活性	活性	huóxìng	hoạt tính	hoạt tính
18298	1.7	亲信	親信	qīnxìn	thân tín	thân tín/người thân tín/người thân cận
18306	1.7	娇艳	嬌豔	jiāoyàn	kiều diễm	kiều diễm/tươi đẹp/xinh tươi
18307	1.7	金龙	金龍	jīnlóng	kim long	kim long
18338	1.7	农庄	農莊	nóngzhuāng	nông trang	nông trang/trang trại/nông trường
18356	1.69	不力	不力	bùlì	bất lực	bất lực/không cật lực/không hết sức mình/chưa tận lực/không đắc lực/không hiệu quả/không tận sức
18358	1.69	紫薇	紫薇	zǐwéi	tử vi	tử vi/cây tử vi/bách nhật hồng
18361	1.69	成亲	成親	chéngqīn	thành thân	thành thân/kết hôn
18367	1.69	大仙	大仙	dàxiān	đại tiên	đại tiên/thần tiên/tiên/phù thuỷ
18373	1.69	应验	應驗	yìngyàn	ứng nghiệm	ứng nghiệm/linh nghiệm
18385	1.69	修整	修整	xīuzhěng	tu chỉnh	tu chỉnh/tu sửa/chăm sóc/bảo dưỡng
18391	1.69	师团	師團	shītuán	sư đoàn	sư đoàn
18397	1.69	主事	主事	zhǔshì	chủ sự	chủ sự/việc chính/việc chủ quản
18399	1.69	大祸	大禍	dàhuò	đại họa	đại họa
18405	1.69	风雅	風雅	fēngyǎ	phong nhã	phong nhã/nhã nhặn/lịch sự/văn nhã
18418	1.69	龙城	龍城	lóngchéng	long thành	Long Thành
18424	1.68	词根	詞根	cígēn	từ căn	từ căn/gốc từ/từ nguyên/căn tố
18435	1.68	色素	色素	sèsù	sắc tố	sắc tố/chất sắc
18442	1.68	口供	口供	kǒugōng	khẩu cung	khẩu cung/lời khai
18445	1.68	通路	通路	tōnglù	thông lộ	thông lộ/đường sá/đường giao thông/con đường
18446	1.68	老成	老成	lǎochéng	lão thành	lão thành/từng trải/lão luyện/dày dạn kinh nghiệm
18462	1.68	家政	家政	jiāzhèng	gia chính	gia chính/quản lý gia đình/việc nội trợ
18464	1.68	失传	失傳	shīchuán	thất truyền	thất truyền
18471	1.67	行道	行道	xíngdào	hành đạo	hành đạo/nghề/ngành/ngành nghề/nghề nghiệp
18472	1.67	情义	情義	qíngyì	tình nghĩa	tình nghĩa
18516	1.67	才智	才智	cáizhì	tài trí	tài trí/tài năng và trí tuệ
18530	1.67	奋起	奮起	fènqǐ	phấn khởi	phấn khởi/hăng hái/hăm hở/phấn chấn/nhấc mạnh lên
18539	1.66	养病	養病	yǎngbìng	dưỡng bệnh	dưỡng bệnh
18553	1.66	神龙	神龍	shénlóng	thần long	thần long
18560	1.66	增援	增援	zēngyuán	tăng viện	tiếp viện/chi viện/tăng viện/giúp đỡ thêm
18561	1.66	功用	功用	gōngyòng	công dụng	công dụng/chức năng/công năng/có tác dụng
18574	1.65	箴言	箴言	zhēnyán	châm ngôn	châm ngôn/lời khuyên/lời khuyên răn
18582	1.65	遗言	遺言	yíyán	di ngôn	di ngôn/lời trăng trối
18599	1.65	技师	技師	jìshī	kĩ sư/kỹ sư	kỹ sư/kỹ thuật viên
18605	1.65	交配	交配	jiāopèi	giao phối	giao phối
18609	1.65	阴性	陰性	yīnxìng	âm tính	âm tính/giống cái
18620	1.65	政事	政事	zhèngshì	chính sự	chính sự/việc nhà nước/việc quốc gia
18629	1.65	黄泉	黃泉	huángquán	hoàng tuyền	hoàng tuyền/suối vàng/âm phủ
18631	1.65	排泄	排泄	páixiè	bài tiết	bài tiết/rửa sạch/tháo nước/thoát nước/bài xuất/thải ra
18634	1.65	开胃	開胃	kāiwèi	khai vị	khai vị/kích thích ăn uống/khiến ăn ngon miệng/đùa bỡn/đùa giỡn/vui mừng
18637	1.65	履历	履歷	lv̌lì	lí lịch/lý lịch	lý lịch/bản lý lịch
18647	1.64	雷霆	雷霆	léitíng	lôi đình	lôi đình/sấm sét/sấm chớp/nổi trận lôi đình/cơn giận dữ dội
18649	1.64	武学	武學	wǔxué	võ học	võ học
18650	1.64	金牛	金牛	jīnníu	kim ngưu	Kim Ngưu
18651	1.64	桃李	桃李	táolǐ	đào lý	đào lý/đào mận
18661	1.64	正大	正大	zhèngdà	chính đại	chính đại/chính đáng/rộng rãi
18672	1.64	炮兵	炮兵	pàobīng	pháo binh	pháo binh
18682	1.64	军政	軍政	jūnzhèng	quân chính	quân chính/quân sự và chính trị/quân đội và chính phủ
18694	1.63	中坚	中堅	zhōngjiān	trung kiên	trung kiên
18701	1.63	调制	調製	diàozhì	điều chế	điều chế/điều chỉnh/pha chế
18705	1.63	英华	英華	yīnghuá	anh hoa	anh hoa/cỏ cây tươi đẹp/tinh hoa
18706	1.63	无害	無害	wúhài	vô hại	vô hại/không có ác ý/không có hại/không thể so sánh/có một không hai/vô song
18709	1.63	如常	如常	rúcháng	như thường	như thường/như cũ
18728	1.63	神智	神智	shénzhì	thần trí	thần trí/tinh thần và trí tuệ
18739	1.63	解毒	解毒	jiědú	giải độc	giải độc/khử độc/cai nghiện/giải nhiệt/chữa các chứng bốc hoả, phát sốt
18744	1.63	降级	降級	jiàngjí	giáng cấp	giáng cấp/giáng chức/hạ chức/hạ tầng công tác;/hạ tầng công tác
18751	1.63	起色	起色	qǐsè	khởi sắc	khởi sắc/chuyển biến tốt/khá hơn/đỡ hơn
18768	1.62	诵经	誦經	sòngjīng	tụng kinh	tụng kinh
18780	1.62	道行	道行	dàoxíng	đạo hạnh	đạo hạnh
18782	1.62	气血	氣血	qìxiě	khí huyết	khí huyết
18786	1.62	火球	火球	huǒqíu	hỏa cầu	hỏa cầu/quả cầu lửa
18793	1.62	论调	論調	lùndiào	luận điệu	luận điệu/giọng điệu
18801	1.62	百草	百草	bǎicǎo	bách thảo	bách thảo/các loại cỏ
18836	1.61	脱俗	脫俗	tuōsú	thoát tục	thoát tục/không dính bụi trần
18837	1.61	留情	留情	líuqíng	lưu tình	lưu tình/nể tình/nể nang/nể mặt
18838	1.61	笔法	筆法	bǐfǎ	bút pháp	bút pháp
18840	1.61	复员	復員	fùyuán	phục viên	phục viên/giải ngũ
18867	1.6	神采	神采	shéncǎi	thần thái	thần thái/vẻ/vẻ mặt
18871	1.6	假想	假想	jiǎxiǎng	giả tưởng	giả tưởng/giả/tưởng tượng/hư cấu
18880	1.6	大赦	大赦	dàshè	đại xá	đại xá
18885	1.6	贝勒	貝勒	bèilè	bối lặc	bối lặc/đa la bối lặc/lại/vừa... lại
18889	1.6	替身	替身	tìshēn	thế thân	thế thân/người thay thế/người chịu tội thay/tốt đen/chốt đen
18907	1.6	圣旨	聖旨	shèngzhǐ	thánh chỉ	thánh chỉ/chiếu chỉ
18910	1.6	神功	神功	shéngōng	thần công	thần công
18911	1.6	自重	自重	zìzhòng	tự trọng	tự trọng/đề cao/nâng cao/trọng lượng/nặng
18923	1.6	暴发	暴發	bàofā	bạo phát/bộc phát	bộc phát/bạo phát/phất nhanh/phát tài/phất/thăng chức đột ngột/dữ dội/bùng nổ dữ dội
18928	1.59	猛兽	猛獸	měngshòu	mãnh thú	mãnh thú/thú dữ
18934	1.59	丐帮	丐幫	gàibāng	cái bang	Cái Bang
18935	1.59	白虎	白虎	báihǔ	bạch hổ	bạch hổ
18959	1.59	襄阳	襄陽	xiāngyáng	tương dương	Tương Dương
18963	1.59	污辱	汙辱	wūrǔ	ô nhục	ô nhục/làm nhục/lăng mạ/sỉ nhục/làm bẩn/vấy bẩn
18968	1.59	陈某	陳某	chénmǒu	trần mỗ	Trần mỗ
18971	1.59	战神	戰神	zhànshén	chiến thần	chiến thần
18976	1.59	天灾	天災	tiānzāi	thiên tai	thiên tai
18980	1.59	残杀	殘殺	cánshā	tàn sát	tàn sát/sát hại/giết hại
18996	1.59	连词	連詞	liáncí	liên từ	liên từ/từ nối
19004	1.59	战壕	戰壕	zhànháo	chiến hào	chiến hào
19006	1.59	征用	徵用	zhēngyòng	trưng dụng	trưng dụng
19007	1.59	电光	電光	diànguāng	điện quang	điện quang/ánh chớp/ánh sáng điện
19012	1.58	球门	球門	qíumén	cầu môn	cầu môn/gôn/khung thành
19021	1.58	空想	空想	kōngxiǎng	không tưởng	không tưởng/nghĩ viển vông/suy nghĩ viển vông/nghĩ vẩn vơ/suy nghĩ vô căn cứ/thoát ly thực tế/ảo tưởng/cuồng tưởng
19030	1.58	热诚	熱誠	rèchéng	nhiệt thành	nhiệt thành/nhiệt tâm/tận tình/sốt sắng
19040	1.58	名望	名望	míngwàng	danh vọng	danh vọng/uy tín
19059	1.58	逐出	逐出	zhúchū	trục xuất	trục xuất
19073	1.58	闲散	閒散	xiánsàn	nhàn tản	nhàn tản/nhàn hạ/không dùng đến/chưa sử dụng đến
19093	1.58	灵验	靈驗	língyàn	linh nghiệm	linh nghiệm/hiệu nghiệm/chính xác/đúng
19116	1.57	贫农	貧農	pínnóng	bần nông	bần nông
19130	1.57	拘泥	拘泥	jūní	câu nệ	câu nệ/cố chấp/khăng khăng
19141	1.57	轻率	輕率	qīnglv̀	khinh suất	khinh suất/khinh xuất/tuỳ tiện/hời hợt
19152	1.57	辽东	遼東	liáodōng	liêu đông	Liêu Đông
19159	1.57	得志	得志	dézhì	đắc chí	đắc chí/hợp ý/toại nguyện/vừa lòng
19164	1.57	鲁莽	魯莽	lǔmǎng	lỗ mãng	lỗ mãng/thô lỗ/thô bỉ
19170	1.57	惊骇	驚駭	liánghài	kinh hãi	kinh hãi/sợ hãi/hoảng sợ
19188	1.56	攻城	攻城	gōngchéng	công thành	công thành
19199	1.56	远洋	遠洋	yuǎnyáng	viễn dương	viễn dương/biển xa/xa khơi
19206	1.56	三藏	三藏	sāncáng	tam tạng	Tam Tạng
19209	1.56	外祖父	外祖父	wàizǔfù	ngoại tổ phụ	ngoại tổ phụ/ông ngoại
19240	1.56	象形	象形	xiàngxíng	tượng hình	tượng hình
19242	1.56	次长	次長	cìcháng	thứ trưởng	thứ trưởng/phó bí thư
19255	1.55	贵妃	貴妃	gùifēi	quý phi	quý phi
19258	1.55	军士	軍士	jūnshì	quân sĩ	quân sĩ/quân lính/hạ sĩ quan
19260	1.55	平复	平復	píngfù	bình phục	bình phục/trở lại yên tĩnh/hồi phục
19267	1.55	求援	求援	qíuyuán	cầu viện	cầu viện/xin viện trợ
19319	1.54	红玉	紅玉	hóngyù	hồng ngọc	hồng ngọc
19322	1.54	含冤	含冤	hányuān	hàm oan	hàm oan/ngậm oan
19329	1.54	相干	相干	xiānggān	tương can	tương quan/liên can/có liên quan với nhau/tương can/cùng quan thiệp
19332	1.54	处所	處所	chùsuǒ	xứ sở	xứ sở/nơi chốn/nơi/địa điểm/vị trí
19340	1.54	夜雨	夜雨	yèyǔ	dạ vũ	dạ vũ/đêm mưa
19350	1.53	机长	機長	jīcháng	cơ trưởng	cơ trưởng
19359	1.53	八宝	八寶	bābǎo	bát bảo	bát bảo/ngọc ấn/ngự ấn/ngọc tỉ/bát bửu
19369	1.53	一统	一統	yītǒng	nhất thống	nhất thống/thống nhất
19374	1.53	停战	停戰	tíngzhàn	đình chiến	ngưng chiến/đình chiến/ngưng chiến đấu/ngừng bắn
19378	1.53	晶体	晶體	jīngtǐ	tinh thể	tinh thể/pha lê
19390	1.53	公诉	公訴	gōngsù	công tố	công tố
19393	1.53	家父	家父	jiāfù	gia phụ	gia phụ/phụ thân/cha tôi
19414	1.53	战马	戰馬	zhànmǎ	chiến mã	chiến mã/ngựa chiến/ngựa chiến đấu
19424	1.52	臣民	臣民	chénmín	thần dân	thần dân
19430	1.52	关东	關東	guāndōng	quan đông	Quan Đông
19451	1.52	加固	加固	jiāgù	gia cố	gia cố/củng cố/tăng cường
19459	1.52	名士	名士	míngshì	danh sĩ	danh sĩ/thời xưa chỉ những người rất có danh vọng nhưng không làm quan
19460	1.52	淡泊	淡泊	dànbó	đạm bạc	đạm bạc/không ham danh lợi/thanh bạch/không màng danh lợi
19473	1.52	享福	享福	xiǎngfú	hưởng phúc	hưởng phúc/hưởng hạnh phúc/sống yên vui sung sướng/được hưởng thụ phúc trời
19478	1.52	感化	感化	gǎnhuà	cảm hóa	cảm hóa/cảm hoá/cải tạo
19489	1.52	婚约	婚約	hūnyuē	hôn ước	hôn ước/đính hôn
19496	1.51	中锋	中鋒	zhōngfēng	trung phong	trung phong/tiền đạo
19499	1.51	少尉	少尉	shǎowèi	thiếu úy	thiếu úy/thiếu uý
19500	1.51	沙场	沙場	shācháng	sa trường	sa trường/chiến trường
19503	1.51	名门	名門	míngmén	danh môn	danh môn
19509	1.51	别名	別名	biémíng	biệt danh	biệt danh/tên gọi khác/biệt hiệu
19517	1.51	凌辱	凌辱	língrǔ	lăng nhục	lăng nhục/làm nhục/hà hiếp
19524	1.51	潜藏	潛藏	qiáncáng	tiềm tàng	tiềm tàng/ẩn núp/tiềm ẩn/ẩn náu
19527	1.51	屯田	屯田	túntián	đồn điền	đồn điền
19531	1.51	报恩	報恩	bàoēn	báo ân	báo ân/đền ơn
19536	1.51	胡椒	胡椒	hújiāo	hồ tiêu	hồ tiêu/tiêu/hạt tiêu
19540	1.51	冰河	冰河	bīnghé	băng hà	băng hà/sông băng
19542	1.51	增减	增減	zēngjiǎn	tăng giảm	tăng giảm/thêm bớt
19559	1.51	浮华	浮華	fúhuá	phù hoa	phù hoa/loè loẹt/hào nhoáng/phù phiếm
19564	1.5	异端	異端	yìduān	dị đoan	dị đoan
19565	1.5	遨游	遨遊	áoyóu	ngao du	ngao du/rong chơi/lang thang/dạo bộ
19573	1.5	武夷山	武夷山	wǔyíshān	vũ di sơn	Vũ Di Sơn
19580	1.5	法力	法力	fǎlì	pháp lực	pháp lực/phép mầu/sức mạnh của Phật pháp/sức mạnh thần kỳ
19594	1.5	贵客	貴客	gùikè	quý khách	khách quý/quý khách/thượng khách
19655	1.49	暗算	暗算	ànsuàn	ám toán	ám toán/âm mưu/mưu đồ/lập kế/mưu toan
19680	1.49	祖传	祖傳	zǔchuán	tổ truyền	tổ truyền/gia truyền/ông cha truyền lại
19687	1.48	再婚	再婚	zàihūn	tái hôn	tái hôn
19694	1.48	光电	光電	guāngdiàn	quang điện	quang điện
19709	1.48	惩治	懲治	chéngzhì	trừng trị	trừng trị/trừng phạt
19711	1.48	下等	下等	xiàděng	hạ đẳng	hạ đẳng/loại kém/hạng bét/thấp hèn
19715	1.48	君臣	君臣	jūnchén	quân thần	quân thần/vua tôi/vua quan/vua và quần thần
19734	1.48	集权	集權	jíquán	tập quyền	tập quyền
19740	1.48	拷问	拷問	kǎowèn	khảo vấn	khảo vấn/khảo tra/đánh đập tra hỏi
19764	1.47	工场	工場	gōngcháng	công trường	công trường/phân xưởng
19774	1.47	社稷	社稷	shèjì	xã tắc	xã tắc/thần đất và thần lúa
19776	1.47	重力	重力	zhònglì	trọng lực	trọng lực/sức hút của trái đất/lực hút/sức hút
19790	1.47	文风	文風	wénfēng	văn phong	văn phong
19791	1.47	自爱	自愛	zìài	tự ái	tự ái/tự trọng
19797	1.47	失神	失神	shīshén	thất thần	thất thần/sơ ý/không chú ý/tinh thần sa xút/lơ đễnh/đãng trí/mất hồn
19807	1.47	全胜	全勝	quánshèng	toàn thắng	toàn thắng/thắng lợi hoàn toàn
19816	1.47	罪状	罪狀	zùizhuàng	tội trạng	tội trạng
19817	1.47	触觉	觸覺	hóngjué	xúc giác	xúc giác/cảm xúc/cảm giác khi sờ vào
19837	1.47	关山	關山	guānshān	quan san	quan ải/quan san
19839	1.47	冤屈	冤屈	yuānqū	oan khuất	oan khuất/bị oan/xử oan/chịu oan/bất công/oan khúc
19853	1.47	廉洁	廉潔	liánjié	liêm khiết	liêm khiết/trong sạch
19857	1.46	大计	大計	dàjì	đại kế	đại kế/kế hoạch lớn/kế hoạch lâu dài
19859	1.46	味觉	味覺	wèijué	vị giác	vị giác
19868	1.46	练武	練武	liànwǔ	luyện võ	luyện võ/tập võ/học quân sự/học kỹ thuật
19878	1.46	三叔	三叔	sānshū	tam thúc	tam thúc
19888	1.46	通商	通商	tōngshāng	thông thương	thông thương/buôn bán qua lại/mậu dịch/buôn bán
19898	1.46	后辈	後輩	hòubèi	hậu bối	hậu bối/hậu sinh/thế hệ sau/lớp sau/lớp người trẻ
19907	1.46	大禹	大禹	dàyǔ	đại vũ	Đại Vũ
19923	1.46	战利品	戰利品	zhànlìpǐn	chiến lợi phẩm	chiến lợi phẩm
19935	1.45	神医	神醫	shényì	thần y	thần y
19946	1.45	大吉	大吉	dàjí	đại cát	đại cát/thuận lợi/chuyện tốt/vận tốt/cho khỏe/tốt nhất/cho êm chuyện/cho khoẻ
19952	1.45	当事	當事	dāngshì	đương sự	đương sự/nắm quyền/có quyền lực/có liên quan/có dính líu/người có thẩm quyền/người có liên quan
19959	1.45	奇才	奇才	qícái	kỳ tài	kỳ tài
