chinese word ranking	frequency	word	traditional	pinyin	hanviet	meaning
25786	0.84	墙脚	牆腳	qiángjiǎo	tường cước	chân tường/cơ sở/nền tảng/nền móng
25787	0.84	膝关节	膝關節	xīguānjié	tất quan tiết/tất quan tiệt/tất loan tiết/tất loan tiệt	đầu gối
25788	0.84	撅起	撅起	juēqǐ	quyệt khởi/quệ khởi/quyết khởi	mân mê
25789	0.84	野史	野史	yěshǐ	dã sử	dã sử
25790	0.84	轻音乐	輕音樂	qīngyīnlè	khánh âm nhạc/khánh âm lạc/khánh âm nhạo/khinh âm nhạc/khinh âm lạc/khinh âm nhạo	nhạc nhẹ
25791	0.84	梅先生	梅先生	méixiānshēng	mai tiên sanh/mai tiên sinh/mai tiến sanh/mai tiến sinh	Mai tiên sinh
25792	0.84	银钱	銀錢	yínqián	ngân tiền/ngân tiễn	tiền bạc/tiền tài
25793	0.84	絮叨	絮叨	xùtāo	nhứ thao	nói đâu đâu/nói dông dài
25794	0.84	喜色	喜色	xǐsè	hí sắc/hỉ sắc	sắc mặt vui mừng/vẻ vui/tươi vui/hớn hở/vui mừng
25795	0.84	原动力	原動力	yuándònglì	nguyên động lực	nguyên động lực/động lực
25796	0.84	海瑞	海瑞	hǎirùi	hải thụy	Hải Thụy
25797	0.84	战况	戰況	zhànkuàng	chiến huống	tình hình chiến đấu
25799	0.84	凝成	凝成	níngchéng	ngưng thành	ngưng tụ thành
25800	0.84	感同身受	感同身受	gǎntóngshēnshòu	cảm đồng thân thụ/cảm đồng quyên thụ	cảm động lây/cảm kích khác nào chính mình chịu ơn
25801	0.84	挽歌	挽歌	wǎngē	vãn ca	bài ca phúng điếu/bài ca đưa đám
25802	0.84	光缆	光缆	guānglàn	quang lãm	cáp quang/dây cáp
25803	0.84	津巴布韦	津巴布韋	jīnbābùwéi	tân ba bố vi	Dim-ba-bu-ê/Zimbabwe
25804	0.84	反目	反目	fǎnmù	phiên mục/phản mục	phản bội/bất hoà/xích mích/không hoà thuận
25805	0.84	砍断	砍斷	kǎnduàn	khảm đoạn/khảm đoán	chém đứt
25806	0.84	英亩	英畝	yīngmǔ	anh mẫu	mẫu Anh
25807	0.84	房钱	房錢	fángqián	bàng tiền/bàng tiễn/phòng tiền/phòng tiễn	tiền thuê nhà
25808	0.84	旗手	旗手	qíshǒu	kì thủ/kỳ thủ	người tiên phong/người cầm cờ
25809	0.84	空寂	空寂	kōngjì	khổng tịch/không tịch/khống tịch	trống vắng/vắng vẻ/hoang vắng
25811	0.84	守备	守備	shǒubèi	thú bị/thủ bị	phòng giữ/giữ
25812	0.84	孤立无援	孤立無援	gūlìwúyuán	cô lập vô viện/cô lập vô viên/cô lập mô viện/cô lập mô viên	tứ cố vô thân/một thân một mình
25813	0.84	煞车	煞車	shāchē	sát xa	sắp xếp gọn gàng/cột chặt các thứ trên xe lại/phanh xe/thắng xe/hãm máy/bộ thắng xe/bộ phận phanh xe
25814	0.84	金针	金針	jīnzhēn	kim châm	kim khâu/kim máy may/kim châm cứu/hoa kim châm
25815	0.84	私有制	私有制	sīyǒuzhì	tư dựu chế/tư hữu chế	chế độ tư hữu
25816	0.84	筋斗	筋斗	jīndǒu	cân đẩu/cân đấu	bổ nhào/lộn nhào
25817	0.84	活动家	活動家	huódòngjiā	quạt động gia/quạt động cô/hoạt động gia/hoạt động cô	nhà hoạt động
25818	0.84	波澜壮阔	波瀾壯闊	bōlánzhuàngkuò	ba lan tráng khoát	rộng lớn mạnh mẽ/ào ạt/ầm ầm sóng dậy/rầm rầm rộ rộ/triều dâng sóng dậy/như/như sóng tràn bờ
25819	0.84	硕果	碩果	shuòguǒ	thạc quả	quả lớn/quả to
25820	0.84	滚出	滾出	gǔnchū	cổn xích/cổn xúy/cổn xuất	cổn xuất
25821	0.84	失言	失言	shīyán	thất ngân/thất ngôn	nói lỡ/lỡ lời/buột miệng/lỡ mồm
25823	0.84	蜡黄	蠟黃	làhuáng	trá hoàng/chá hoàng/lạp hoàng	vàng như nến/vàng như nghệ/nhợt nhạt như sáp/tái xám/vàng bủng/vàng ệch/vàng vọt
25824	0.84	哀鸣	哀鳴	āimíng	ai minh	gào thét/tru tréo/rú/kêu gào thảm thiết
25825	0.84	修葺	修葺	xīuqì	tu tập	sửa chữa
25826	0.84	株连	株連	zhūlián	chu liên/châu liên	liên luỵ/dây dưa/dính dáng/dính líu
25827	0.84	脱出	脫出	tuōchū	đoái xích/đoái xúy/đoái xuất/thoát xích/thoát xúy/thoát xuất	thoát ra/thoát khỏi/tuột khỏi/cởi ra/bỏ ra
25828	0.84	故弄玄虚	故弄玄虛	gùnòngxuánxū	cố lộng huyền hư/cố lộng huyền khư	cố lộng huyền hư/cố làm ra vẻ huyền bí/cố ý lừa bịp
25830	0.84	放映机	放映機	fàngyìngjī	phỏng ánh ky/phỏng ánh ki/phỏng ánh cơ/phóng ánh ky/phóng ánh ki/phóng ánh cơ	máy chiếu phim
25831	0.84	岂敢	豈敢	qǐgǎn	khởi cảm/khải cảm	không dám/sao dám
25832	0.84	内乱	內亂	nèiluàn	nội loạn/nạp loạn	nội loạn
25833	0.84	米汤	米湯	mǐtāng	mễ sương/mễ thang/mễ thãng	nước cơm/nước cháo/cháo lỏng
25835	0.84	举步	舉步	jǔbù	cử bộ	bước đi/cất bước
25836	0.84	早产	早產	zǎochǎn	tảo sản	sinh non/đẻ non/sinh thiếu tháng
25837	0.84	刺入	刺入	cìrù	thứ nhập/thích nhập	đâm vào
25838	0.84	开市	開市	kāishì	khai thị	khai trương/mở hàng
25839	0.84	木棉	木棉	mùmián	mộc miên	cây bông gòn/bông gòn
25840	0.84	油彩	油彩	yóucǎi	du thải/du thái	vệt sáng/thuốc màu
25841	0.84	高能	高能	gāonéng	cao năng/cao nai/cao nại	năng lượng cao
25842	0.84	坦桑尼亚	坦桑尼亞	tǎnsāngníyà	thản tang nặc á/thản tang nệ á/thản tang nật á/thản tang ni á	Tan-da-ni-a/Tanzania
25843	0.84	德黑兰	德黑蘭	déhēilán	đức hắc lan	Tê-hê-ran/Tehran
25844	0.84	扯皮	扯皮	chěpí	xả bì	cãi cọ/cãi vã/cãi lộn/tranh luận
25845	0.84	沈先生	瀋先生	shěnxiānshēng	trầm tiên sanh/trầm tiên sinh/trầm tiến sanh/trầm tiến sinh/thẩm tiên sanh/thẩm tiên sinh/thẩm tiến sanh/thẩm tiến sinh/trấm tiên sanh/trấm tiên sinh/trấm tiến sanh/trấm tiến sinh	Trầm tiên sinh
25846	0.84	天日	天日	tiānrì	thiên nhật	thiên nhật/mặt trời và trời
25847	0.84	职守	職守	zhíshǒu	chức thú/chức thủ	cương vị công tác/cương vị
25849	0.84	不三不四	不三不四	bùsānbùsì	phầu tam phầu tứ/phầu tam phủ tứ/phầu tam bất tứ/phầu tam phi tứ/phầu tám phầu tứ/phầu tám phủ tứ/phầu tám bất tứ/phầu tám phi tứ/phủ tam phầu tứ/phủ tam phủ tứ/phủ tam bất tứ/phủ tam phi tứ/phủ tám phầu tứ/phủ tám phủ tứ/phủ tám bất tứ/phủ tám phi tứ/bất tam phầu tứ/bất tam phủ tứ/bất tam bất tứ/bất tam phi tứ/bất tám phầu tứ/bất tám phủ tứ/bất tám bất tứ/bất tám phi tứ/phi tam phầu tứ/phi tam phủ tứ/phi tam bất tứ/phi tam phi tứ/phi tám phầu tứ/phi tám phủ tứ/phi tám bất tứ/phi tám phi tứ	không đứng đắn/lố lăng/không đàng hoàng/tà đạo/không ra gì/vớ va vớ vẩn/chẳng thứ gì ra thứ gì/chẳng ra ngô ra khoai/chẳng ra cái gì cả/chẳng ra sao cả/dở dở ương ương/ba lăng nhăng/dở ông dở thằng
25850	0.83	大数	大數	dàshù	đại sác/đại xúc/đại số/đại sổ/thái sác/thái xúc/thái số/thái sổ	toàn cục/toàn bộ/kế hoạch lớn/thiên mệnh/định mệnh/số mệnh/số phận/kế hoạch/sách lược
25851	0.83	诗史	詩史	shīshǐ	thi sử	lịch sử thơ ca/sử thi
25852	0.83	本份	本份	běnfèn	bổn phân/bản phân	bổn phận/bản phận
25853	0.83	裂纹	裂紋	lièwén	liệt văn	vết rạn/vết nứt/hoa văn rạn
25854	0.83	不允	不允	bùyǔn	phầu duẫn/phủ duẫn/bất duẫn/phi duẫn	không đồng ý
25855	0.83	一条心	一條心	yītiáoxīn	nhất điều tâm/nhất thiêu tâm/nhất điêu tâm	một lòng/đồng lòng
25856	0.83	满肚子	滿肚子	mǎndùzǐ	mãn đỗ tử/mãn đỗ tý	đầy mình
25857	0.83	银耳	銀耳	yíněr	ngân nhĩ	ngân nhĩ/mộc nhĩ trắng/nấm tuyết
25858	0.83	捅破	捅破	tǒngpò	thống phá	đâm/chọc/đụng/va - vỡ/đứt/thủng
25859	0.83	原子能	原子能	yuánzǐnéng	nguyên tử năng/nguyên tử nai/nguyên tử nại/nguyên tý năng/nguyên tý nai/nguyên tý nại	năng lượng nguyên tử/năng lượng hạt nhân
25860	0.83	白衣天使	白衣天使	báiyītiānshǐ	bạch ý thiên sử/bạch ý thiên sứ/bạch y thiên sử/bạch y thiên sứ	hộ lý/y tá/bạch y thiên sứ
25861	0.83	射入	射入	shèrù	dịch nhập/xạ nhập/dạ nhập	bắn vào/xuyên qua/chui qua/chui vào
25862	0.83	白骨精	白骨精	báigǔjīng	bạch cốt tinh	bạch cốt tinh/đàn bà hiểm độc
25863	0.83	艺苑	藝苑	yìyuàn	nghệ uẩn/nghệ uất/nghệ uyển	giới nghệ thuật/vườn hoa nghệ thuật
25864	0.83	粑粑	粑粑	bābā	ba ba	bánh
25865	0.83	烧纸	燒紙	shāozhǐ	thiếu chỉ/thiêu chỉ	hoá vàng mã/đốt vàng/đốt tiền giấy/giấy vàng/giấy tiền vàng bạc
25866	0.83	头盖骨	頭蓋骨	tóugàigǔ	đầu cái cốt	sọ/đầu lâu
25867	0.83	礼花	禮花	lǐhuā	lễ hoa	pháo hoa
25868	0.83	变幻莫测	變幻莫測	biànhuànmòcè	biến huyễn bá trắc/biến huyễn mạch trắc/biến huyễn mộ trắc/biến huyễn mạc trắc/biện huyễn bá trắc/biện huyễn mạch trắc/biện huyễn mộ trắc/biện huyễn mạc trắc	hay thay đổi/thất thường/biến hoá thất thường
25869	0.83	私了	私了	sīle	tư liễu/tư liệu	giải quyết riêng
25870	0.83	追尾	追尾	zhūiwěi	truy vĩ/đôi vĩ	tông vào đuôi xe/chạm vào đuôi xe
25871	0.83	高人一等	高人一等	gāorényīděng	cao nhân nhất đẳng	tài trí hơn người/cao hơn người một bậc
25872	0.83	暴光	暴光	bàoguāng	bộc quang/bạo quang	phơi sáng/hấp thụ ánh sáng/bắt sáng/phơi nắng
25873	0.83	干着急	乾著急	gānzháojí	can trứ cấp/can khán cấp/cán trứ cấp/cán khán cấp/hàn trứ cấp/hàn khán cấp/kiền trứ cấp/kiền khán cấp	lo lắng suông
25874	0.83	套套	套套	tàotào	sáo sáo	(tìm) cách/biện pháp/cách làm
25875	0.83	舍命	捨命	shèmìng	xá mệnh/xả mệnh	liều mình/liều mạng/quên mình/xả thân
25876	0.83	重阳节	重陽節	zhòngyángjié	trọng dương tiết/trọng dương tiệt/trùng dương tiết/trùng dương tiệt	trùng cửu/trùng dương/tết trùng cửu/mồng chín tháng chín
25877	0.83	对症下药	對症下藥	dùizhèngxiàyào	đối trưng hạ ước/đối trưng hạ điếu/đối trưng hạ dược/đối trưng há ước/đối trưng há điếu/đối trưng há dược/đối chứng hạ ước/đối chứng hạ điếu/đối chứng hạ dược/đối chứng há ước/đối chứng há điếu/đối chứng há dược	đúng bệnh hốt thuốc/tuỳ bệnh hốt thuốc
25879	0.83	国际象棋	國際象棋	guójìxiàngqí	quốc tế tượng kì/quốc tế tượng kí/quốc tế tượng kỳ	cờ vua/cờ quốc tế
25880	0.83	天生丽质	天生麗質	tiānshēnglìzhí	thiên sanh ly chất/thiên sanh ly chí/thiên sanh lệ chất/thiên sanh lệ chí/thiên sinh ly chất/thiên sinh ly chí/thiên sinh lệ chất/thiên sinh lệ chí	thiên sinh lệ chất
25881	0.83	道旁	道旁	dàopáng	đáo bàng/đáo bạng/đáo banh/đáo phang/đạo bàng/đạo bạng/đạo banh/đạo phang	đạo bàng/bên đường
25882	0.83	高深莫测	高深莫測	gāoshēnmòcè	cao thâm bá trắc/cao thâm mạch trắc/cao thâm mộ trắc/cao thâm mạc trắc	bí hiểm/khó hiểu/khó dò/không hiểu được/sâu hiểm khó dò
25883	0.83	牡蛎	牡蠣	mǔlì	mẫu lệ	con hào/con hầu/con hàu
25884	0.83	扑面	撲面	pūmiàn	bạc miến/bạc diện/phác miến/phác diện/phốc miến/phốc diện	đập vào mặt/tạt vào mặt/hất vào mặt/phả vào mặt
25885	0.83	小帽	小帽	xiǎomào	tiểu mạo	mũ quả dưa/mũ nồi
25886	0.83	毫不在乎	毫不在乎	háobùzàihū	hào phầu tại hô/hào phầu tại hồ/hào phủ tại hô/hào phủ tại hồ/hào bất tại hô/hào bất tại hồ/hào phi tại hô/hào phi tại hồ	không thèm quan tâm
25887	0.83	旁敲侧击	旁敲側擊	pángqiāocèjí	bàng xao trắc kích/bạng xao trắc kích/banh xao trắc kích/phang xao trắc kích	nói bóng nói gió/nói cạnh nói khóe/nói gần nói xa/nói cạnh nói khoé
25888	0.83	玄学	玄學	xuánxué	huyền học	huyền học/siêu hình
25889	0.83	探问	探問	tànwèn	tham vấn/thám vấn	hỏi thăm/dò hỏi/thăm hỏi
25890	0.83	隶书	隸書	lìshū	đãi thư/lệ thư	thể chữ lệ/lối chữ lệ
25891	0.83	寸步不离	寸步不離	cùnbùbùlí	thốn bộ phầu ly/thốn bộ phầu li/thốn bộ phủ ly/thốn bộ phủ li/thốn bộ bất ly/thốn bộ bất li/thốn bộ phi ly/thốn bộ phi li	một tấc cũng không rời
25892	0.83	破鞋	破鞋	pòxié	phá hài	người đàn bà dâm đãng/người đàn bà hư hỏng
25893	0.83	连里	連裡	liánlǐ	liên lí/liên lý	thông gia
25894	0.83	多哈	多哈	duōhā	đa cáp	Đô-ha/Doha
25895	0.83	藤蔓	藤蔓	téngmàn	đằng mạn	dây/cây mây và dây leo
25896	0.83	桃花运	桃花運	táohuāyùn	đào hoa vận	đào hoa/số đào hoa
25897	0.83	白先生	白先生	báixiānshēng	bạch tiên sanh/bạch tiên sinh/bạch tiến sanh/bạch tiến sinh	Bạch tiên sinh
25898	0.83	小夜曲	小夜曲	xiǎoyèqū	tiểu dạ khúc	nhạc nhẹ
25899	0.83	逶迤	逶迤	wēiyǐ	uy dĩ	uốn lượn/quanh co/uốn khúc/uốn quanh
25900	0.83	倒把	倒把	dǎobǎ	đảo bả	trục lợi/đầu cơ trục lợi
25901	0.83	贴补	跕補	tiēbǔ	thiếp bổ	trợ cấp/trợ giúp/bù vào
25902	0.83	波斯湾	波斯灣	bōsīwān	ba tư loan	vịnh Péc-xích/vịnh Ba Tư/Persian Gulf
25903	0.83	沼气	沼氣	zhǎoqì	chiểu khí/chiểu khất	khí mê-tan/khí đốt/khí mỏ
25904	0.83	反派	反派	fǎnpài	phiên phái/phản phái	nhân vật phản diện
25905	0.83	赶跑	趕跑	gǎnpǎo	cản bào	cưỡng chế di dời/ép di chuyển/đuổi đi/sa thải/thải hồi/tống cổ/đuổi cổ
25906	0.83	爬坡	爬坡	pápō	ba pha	đi lên
25907	0.83	雷厉风行	雷厲風行	léilìfēngxíng	lôi lại phong hành/lôi lại phong hạnh/lôi lại phong hạng/lôi lại phong hàng/lôi lệ phong hành/lôi lệ phong hạnh/lôi lệ phong hạng/lôi lệ phong hàng	mạnh mẽ vang dội/sấm rền gió cuốn
25908	0.83	疾驶	疾駛	jíshǐ	tật sử	chạy nhanh/lướt nhanh/lao vút/phóng nhanh
25910	0.83	沁人心脾	沁人心脾	qìnrénxīnpí	sấm nhân tâm tì/thấm nhân tâm tì	thấm vào ruột gan/thấm vào lòng người/mát lòng mát dạ
25911	0.83	男家	男家	nánjiā	nam gia/nam cô	nhà trai/đàng trai
25912	0.83	窝心	窩心	wōxīn	oa tâm	uất ức/đau khổ trong lòng
25914	0.83	立春	立春	lìchūn	lập xuân	lập xuân
25915	0.83	气门	氣門	qìmén	khí môn/khất môn	khí khổng/lỗ khí/van/van xe/lỗ không khí
25916	0.83	黑糊糊	黑糊糊	hēihúhú	hắc hồ hồ	đen sì sì/đen thui/đen nhẻm/đen kịt/đen sì/tối om/tối thui/tối mịt/tối mò/tối om om/đen mờ/lờ mờ/mịt mờ/đen nghịt/mịt mùng
25917	0.83	一文不值	一文不值	yīwénbùzhí	nhất văn phầu trị/nhất văn phủ trị/nhất văn bất trị/nhất văn phi trị/nhất vấn phầu trị/nhất vấn phủ trị/nhất vấn bất trị/nhất vấn phi trị	không đáng một đồng
25918	0.83	绝对值	絕對值	juédùizhí	tuyệt đối trị	giá trị tuyệt đối
25920	0.83	湖心	湖心	húxīn	hồ tâm	giữa hồ
25921	0.83	全速	全速	quánsù	toàn tốc	tốc độ cao nhất/hết tốc lực
25922	0.83	如花似玉	如花似玉	rúhuāsìyù	như hoa tự ngọc/như hoa tự túc	như hoa như ngọc
25923	0.83	福寿	福壽	fúshòu	phúc thọ	Phúc Thọ
25924	0.83	恢弘	恢弘	hūihóng	khôi hoằng	rộng lớn/rộng rãi/to lớn/khoáng đạt/phát huy
25925	0.83	忽闻	忽聞	hūwén	hốt vặn/hốt văn/hốt vấn	chợt nghe
25926	0.83	莫如	莫如	mòrú	bá như/mạch như/mộ như/mạc như	là tốt hơn nếu/chi bằng
25927	0.83	贤淑	賢淑	xiánshú	hiền thục	hiền thục/ hiền lành
25928	0.83	遇刺	遇刺	yùcì	ngộ thứ/ngộ thích	gặp chuyện/bị đâm/bị ám sát
25929	0.83	黄铜	黃銅	huángtóng	hoàng đồng	đồng thau
25930	0.83	剑锋	劍鋒	jiànfēng	kiếm phong	kiếm phong
25931	0.83	燃放	燃放	ránfàng	nhiên phỏng/nhiên phóng	châm ngòi/đốt/châm ngòi đốt
25934	0.83	成气候	成氣候	chéngqìhòu	thành khí hậu/thành khất hậu	ra hồn/nên hồn nên vía/nên trò trống
25935	0.83	门外汉	門外漢	ménwàihàn	môn ngoại hán	thường dân/người thế tục/không chuyên môn/người ngoài ngành/không thạo/tay ngang
25936	0.83	茶话会	茶話會	cháhuàhùi	trà thoại hội/trà thoại cối	tiệc trà
25937	0.83	利己	利己	lìjǐ	lợi kỷ	lợi kỷ/ích kỷ/vị kỷ/chỉ biết/bản thân mình/chỉ lợi mình
25938	0.83	改道	改道	gǎidào	cải đáo/cải đạo	thay đổi tuyến đường/đổi tuyến/thay đổi đường đi/đổi dòng/thay đổi dòng chảy
25940	0.83	故去	故去	gùqù	cố khứ/cố khu	mất/qua đời/chết/quá cố
25941	0.83	怒火中烧	怒火中燒	nùhuǒzhōngshāo	nộ hỏa trúng thiếu/nộ hỏa trúng thiêu/nộ hỏa trung thiếu/nộ hỏa trung thiêu	trong cơn giận dữ/sôi gan/phẫn nộ/tức giận
25942	0.83	罕有	罕有	hǎnyǒu	hãn dựu/hãn hữu	hãn hữu/hiếm có/ít có
25943	0.83	汗青	汗青	hànqīng	hàn thanh/hãn thanh	hoàn thành tác phẩm/viết xong/sử sách/sử xanh
25944	0.83	分列	分列	fēnliè	phận liệt/phân liệt	phân loại/chia loại
25945	0.83	神不知鬼不觉	神不知鬼不覺	shénbùzhīgǔibùjué	thần phầu tri quỷ phầu giác/thần phầu tri quỷ phầu giáo/thần phầu tri quỷ phủ giác/thần phầu tri quỷ phủ giáo/thần phầu tri quỷ bất giác/thần phầu tri quỷ bất giáo/thần phầu tri quỷ phi giác/thần phầu tri quỷ phi giáo/thần phủ tri quỷ phầu giác/thần phủ tri quỷ phầu giáo/thần phủ tri quỷ phủ giác/thần phủ tri quỷ phủ giáo/thần phủ tri quỷ bất giác/thần phủ tri quỷ bất giáo/thần phủ tri quỷ phi giác/thần phủ tri quỷ phi giáo/thần bất tri quỷ phầu giác/thần bất tri quỷ phầu giáo/thần bất tri quỷ phủ giác/thần bất tri quỷ phủ giáo/thần bất tri quỷ bất giác/thần bất tri quỷ bất giáo/thần bất tri quỷ phi giác/thần bất tri quỷ phi giáo/thần phi tri quỷ phầu giác/thần phi tri quỷ phầu giáo/thần phi tri quỷ phủ giác/thần phi tri quỷ phủ giáo/thần phi tri quỷ bất giác/thần phi tri quỷ bất giáo/thần phi tri quỷ phi giác/thần phi tri quỷ phi giáo	thần không biết quỷ không hay
25946	0.83	匹敌	匹敵	pǐdí	thất địch	địch nổi/tương đương/ngang hàng
25947	0.83	挥毫	揮毫	hūiháo	huy hào	múa bút/viết chữ/vẽ tranh
25948	0.83	决然	決然	juérán	quyết nhiên	kiên quyết/dứt khoát/tất nhiên/nhất định
25949	0.83	打枪	打槍	dǎqiāng	đả sanh/đả sang/đả thương	bắn súng/làm bài thay/làm bài hộ
25950	0.83	凶犯	凶犯	xiōngfàn	hung phạm	hung phạm/tên tội phạm
25951	0.83	楹联	楹聯	yínglián	doanh liên	câu đối/câu đối treo cột nhà
25952	0.83	打哆嗦	打哆嗦	dǎduōsuō	đả đá sách/đả sỉ sách	run/rùng mình/phát run/run bắn lên
25953	0.83	乱蓬蓬	亂蓬蓬	luànpéngpéng	loạn bồng bồng	rối bời/rối bù/bù xù
25954	0.83	见怪	見怪	jiànguài	kiến quái/hiện quái	trách móc/chê bai/trách
25955	0.83	万水千山	萬水千山	wànshǔiqiānshān	vạn thủy thiên san/vạn thủy thiên sơn/mặc thủy thiên san/mặc thủy thiên sơn	muôn sông nghìn núi/khó khăn gian khổ
25956	0.83	隐晦	隱晦	yǐnhùi	ẩn hối/ấn hối	mịt mờ/khó hiểu/không rõ ràng
25957	0.83	转生	轉生	zhuǎnshēng	chuyến sanh/chuyến sinh/chuyển sanh/chuyển sinh	chuyển sang kiếp khác/đầu thai/đầu thai kiếp khác
25958	0.83	老夫子	老夫子	lǎofūzǐ	lão phù tử/lão phù tý/lão phu tử/lão phu tý	thầy đồ/thầy giáo làng/bạch diện thư sinh/trí thức thụ động
25959	0.83	猎杀	獵殺	lièshā	liệp sát/liệp tát/liệp sái	liệp sát
25960	0.83	平心静气	平心靜氣	píngxīnjìngqì	bình tâm tĩnh khí/bình tâm tĩnh khất/biền tâm tĩnh khí/biền tâm tĩnh khất	bình tâm tĩnh khí/bình tĩnh
25961	0.83	峥嵘	崢嶸	zhēngróng	tranh vanh	cao chót vót
25962	0.83	毒瘤	毒瘤	dúlíu	độc lựu/đốc lựu	u ác tính/ung thư
25963	0.83	前车之鉴	前車之鑒	qiánchēzhījiàn	tiền xa chi giám	vết xe đổ/bài học thất bại/gương tày liếp/xe trước đổ xe sau lấy đó làm răn
25964	0.83	丹心	丹心	dānxīn	đan tâm	lòng son/lòng trung thành/lòng trung nghĩa
25965	0.83	街名	街名	jiēmíng	nhai danh	tên phố
25966	0.82	肉搏	肉搏	ròubó	nậu bác/nhục bác/nhụ bác	vật lộn/đánh tay không/đánh bằng kiếm/giáp lá cà/sáp lá cà/sát lá-cà
25967	0.82	外屋	外屋	wàiwū	ngoại ốc	gian ngoài/bên ngoài
25968	0.82	公检法	公檢法	gōngjiǎnfǎ	công kiểm pháp	công - kiểm - pháp
25969	0.82	疯长	瘋長	fēngcháng	phong trướng/phong trường/phong trưởng	sinh trưởng tốt/ra hoa
25970	0.82	种群	種群	zhǒngqún	chúng quần/chủng quần	chủng quần/dân số/cư/quần thể
25971	0.82	愁绪	愁緒	chóuxù	sầu tự	vẻ u sầu/vẻ lo lắng
25972	0.82	疟疾	瘧疾	nvèjí	ngược tật	bệnh sốt rét/sốt rét
25973	0.82	抽水	抽水	chōushǔi	trừu thủy	bơm nước/co lại/rút lại
25974	0.82	七五	七五	qīwǔ	thất ngũ	bảy mươi lăm
25975	0.82	户口簿	戶口簿	hùkǒubù	hộ khẩu bộ/hộ khẩu bạc	sổ hộ khẩu/sổ hộ tịch
25978	0.82	地保	地保	dìbǎo	đích bảo/địa bảo	lính bảo an địa phương
25979	0.82	大捷	大捷	dàjié	đại thiệp/đại tiệp/thái thiệp/thái tiệp	đại thắng/thắng lớn/thắng to
25980	0.82	灰土	灰土	hūitǔ	hôi đỗ/hôi độ/hôi thổ/khôi đỗ/khôi độ/khôi thổ	bụi/bụi bặm/bụi đất
25981	0.82	油井	油井	yóujǐng	du tỉnh	giếng dầu
25982	0.82	具体化	具體化	jùtǐhuà	cụ thể hóa	cụ thể hoá
25983	0.82	综观	呲觀	zòngguān	tông quan/tông quán/thử quan/thử quán/tống quan/tống quán	tổng quan/nhìn chung/nhìn bao quát/nhìn tổng hợp
25984	0.82	筒子楼	筒子樓	tǒngzǐlóu	đồng tử lâu/đồng tý lâu	nhà ngang
25985	0.82	刻度	刻度	kèdù	khắc đạc/khắc độ	khắc độ/nấc/độ/vạch
25986	0.82	批驳	批駁	pībó	phê bác	bác bỏ/bác lại
25987	0.82	避让	避讓	bìràng	tị nhượng	né tránh/lánh/tránh/trốn tránh
25988	0.82	湖底	湖底	húdǐ	hồ để	đáy hồ
25990	0.82	自制力	自制力	zìzhìlì	tự chế lực	tự chủ/kỷ luật
25991	0.82	侗族	侗族	tōngzú	thống tộc/đồng tộc	dân tộc Động
25992	0.82	黑豆	黑豆	hēidòu	hắc đậu	đậu đen/đỗ đen
25993	0.82	三角洲	三角洲	sānjiǎozhōu	tam giốc châu/tam giác châu/tám giốc châu/tám giác châu	vùng châu thổ
25994	0.82	遭罪	遭罪	zāozùi	tao tội	bị tội/chịu tội
25995	0.82	万方	萬方	wànfāng	vạn phương/mặc phương	muôn phương/khắp nơi/muôn vẻ
25996	0.82	等号	等號	děnghào	đẳng hiệu/đẳng hào	ngang bằng/dấu bằng
25997	0.82	弥散	彌散	mísàn	di tán/di tản	tỏ khắp
25998	0.82	安德森	安德森	āndésēn	an đức sâm	An Đức Sâm
25999	0.82	如梦初醒	如咪初醒	rúmèngchūxǐng	như mễ sơ tỉnh/như mộng sơ tỉnh/như mị sơ tỉnh/như mông sơ tỉnh	như ở trong mộng mới tỉnh
26002	0.82	乡绅	鄉紳	xiāngshēn	hương thân	thân hào nông thôn
26003	0.82	订金	訂金	dìngjīn	đính kim	tiền đặt cọc/tiền cọc
26004	0.82	大洲	大洲	dàzhōu	đại châu/thái châu	lục địa/đại lục/châu lục
26005	0.82	你来我往	你來我往	nǐláiwǒwǎng	nhĩ lai ngã vãng/nhĩ lãi ngã vãng	ngươi tới ta đi
26006	0.82	狂犬病	狂犬病	kuángquǎnbìng	cuồng khuyển bệnh	bệnh chó dại/bệnh chó điên
26007	0.82	正步	正步	zhèngbù	chánh bộ/chính bộ	đi nghiêm/bước đi nghiêm
26008	0.82	趋之若鹜	趨之若鶩	qūzhīruòmù	xúc chi nhược vụ/xu chi nhược vụ	xua như xua vịt/chạy theo như vịt/đổ xô vào/bon chen
26009	0.82	贝类	貝類	bèilèi	bối loại	sò hến
26010	0.82	风吹雨打	風吹雨打	fēngchūiyǔdǎ	phong xuy vú đả/phong xuy vũ đả/phong xúy vú đả/phong xúy vũ đả	gió táp mưa sa/mưa dập gió vùi
26012	0.82	海洋生物	海洋生物	hǎiyángshēngwù	hải dương sanh vật/hải dương sinh vật	sinh vật biển/sinh vật hải dương
26013	0.82	红眼	紅眼	hóngyǎn	hồng nhãn	giận/tức giận/nổi giận/nổi cáu/phát cáu/đỏ mắt
26014	0.82	断臂	斷臂	duànbì	đoạn tý/đoạn tí/đoán tý/đoán tí	cụt tay
26015	0.82	选举权	選舉權	xuǎnjǔquán	tuyến cử quyền/tuyển cử quyền	quyền bầu cử/quyền tuyển cử
26016	0.82	阴毛	陰毛	yīnmáo	âm mao/âm mô	âm mao
