rank	frequency	word	pinyin	traditional	hanviet
48720.0	0.66	霍恩	huòēn	霍恩	hoắc ân
48722.0	0.66	集上	jíshàng	集上	tập thượng, tập thướng
48724.0	0.66	中心站	zhōngxīnzhàn	中心站	trúng tâm trạm, trung tâm trạm
48725.0	0.66	东生	dōngshēng	東生	đông sanh, đông sinh
48726.0	0.66	为农	wèinóng	為農	vi nông
48728.0	0.66	转天	zhuǎntiān	轉天	chuyến thiên, chuyển thiên
48729.0	0.66	游龙	yóulóng	遊龍	du long, du sủng
48730.0	0.66	economic	economic	economic	
48731.0	0.66	椰林	yélín	椰林	gia lâm
48732.0	0.66	阿姐	ājiě	阿姐	a tỷ, a tả, a thư, á tỷ, á tả, á thư
48733.0	0.66	黄永玉	huángyǒngyù	黃永玉	hoàng vĩnh ngọc, hoàng vĩnh túc
48734.0	0.66	吴希	wúxī	吳希	ngô hi, ngô hy
48735.0	0.66	相映成趣	xiāngyìngchéngqù	相映成趣	tương ánh thành thú, tương ánh thành xúc, tướng ánh thành thú, tướng ánh thành xúc
48737.0	0.66	sad	sad	sad	
48738.0	0.66	麦秸	màijiē	麥秸	mạch kiết
48740.0	0.66	元华	yuánhuá	元華	nguyên hoa, nguyên hóa
48741.0	0.66	周涛	zhōutāo	周濤	chu đào
48742.0	0.66	树桩	shùzhuāng	樹樁	thụ thung
48743.0	0.66	Km	Km	Km	
48744.0	0.66	世昌	shìchāng	世昌	thế xương
48746.0	0.66	专利法	zhuānlìfǎ	專利法	chuyên lợi pháp
48748.0	0.66	钟肯	zhōngkěn	鐘肯	chung khải, chung khẳng
48750.0	0.66	洱	ěr	洱	nhị
48751.0	0.66	囡	nān	囡	nam, niếp
48752.0	0.66	截稿	jiégǎo	截稿	tiệt cảo
48753.0	0.66	king	king	king	
48754.0	0.66	亲疏	qīnshū	親疏	thân sơ, thân sớ, thấn sơ, thấn sớ
48755.0	0.66	Nothing	Nothing	Nothing	
48756.0	0.66	林徽	línhūi	林徽	lâm huy
48757.0	0.66	任上	rènshàng	任上	nhậm thượng, nhậm thướng, nhâm thượng, nhâm thướng
48760.0	0.66	曲终人散	qūzhōngrénsàn	曲終人散	khúc chung nhân tán, khúc chung nhân tản
48761.0	0.66	轻舟	qīngzhōu	輕舟	khánh chu, khinh chu
48763.0	0.66	窝窝头	wōwōtóu	窩窩頭	oa oa đầu
48765.0	0.66	ya	ya	ya	
48767.0	0.66	黄绿	huánglv̀	黃綠	hoàng lục
48769.0	0.66	飘洋过海	piāoyángguòhǎi	飄洋過海	phiêu dương qua hải, phiêu dương quá hải
48770.0	0.66	吓退	xiàtùi	嚇退	hách thoái, hách thối
48771.0	0.66	型式	xíngshì	型式	hình thức
48776.0	0.66	Zzz	Zzz	Zzz	
48777.0	0.66	ding	ding	ding	
48778.0	0.66	Foreign	Foreign	Foreign	
48779.0	0.66	政治局常委	zhèngzhìjúchángwěi	政治局常委	chánh trị cục thường ủy, chánh trị cục thường uy, chánh trì cục thường ủy, chánh trì cục thường uy, chính trị cục thường ủy, chính trị cục thường uy, chính trì cục thường ủy, chính trì cục thường uy
48782.0	0.66	include	include	include	
48786.0	0.66	生闷气	shēngmènqì	生悶氣	sanh muộn khí, sanh muộn khất, sinh muộn khí, sinh muộn khất
48790.0	0.66	踢腿	tītǔi	踢腿	thích thối
48792.0	0.66	抵扣	dǐkòu	抵扣	để khẩu, để khấu, chỉ khẩu, chỉ khấu
48796.0	0.66	栩	xǔ	栩	hủ
48797.0	0.66	特批	tèpī	特批	đặc phê
48799.0	0.66	最前线	zùiqiánxiàn	最前線	tối tiền tuyến
48800.0	0.66	郑先生	zhèngxiānshēng	鄭先生	trịnh tiên sanh, trịnh tiên sinh, trịnh tiến sanh, trịnh tiến sinh
48801.0	0.66	蔚为壮观	wèiwèizhuàngguān	蔚為壯觀	úy vi tráng quan, úy vi tráng quán, uất vi tráng quan, uất vi tráng quán
48805.0	0.66	三分球	sānfēnqíu	三分球	tam phận cầu, tam phân cầu, tám phận cầu, tám phân cầu
48806.0	0.66	CCTV5	CCTV5	CCTV5	
48807.0	0.66	清洁剂	qīngjiéjì	清潔劑	thanh khiết tề
48811.0	0.66	无尘	wúchén	無塵	vô trần, mô trần
48812.0	0.66	WPS	WPS	WPS	
48813.0	0.66	续上	xùshàng	續上	tục thượng, tục thướng
48814.0	0.66	五星级酒店	wǔxīngjíjǐudiàn	五星級酒店	ngũ tinh cấp tửu điếm
48815.0	0.66	赵教授	zhàojiàoshòu	趙教授	triệu giáo thụ
48816.0	0.66	第四十二	dìsìshíèr	第四十二	đệ tứ thập nhị
48817.0	0.66	金州	jīnzhōu	金州	kim châu
48819.0	0.66	小商小贩	xiǎoshāngxiǎofàn	小商小販	tiểu thương tiểu phán, tiểu thương tiểu phiến
48820.0	0.66	嘉兴市	jiāxīngshì	嘉興市	gia hưng thị, gia hứng thị
48821.0	0.66	Western	Western	Western	
48825.0	0.66	中国作家协会	zhōngguózuòjiāxiéhùi	中國作家協會	trúng quốc tác gia hiệp hội, trúng quốc tác gia hiệp cối, trúng quốc tác cô hiệp hội, trúng quốc tác cô hiệp cối, trung quốc tác gia hiệp hội, trung quốc tác gia hiệp cối, trung quốc tác cô hiệp hội, trung quốc tác cô hiệp cối
48826.0	0.66	皆在	jiēzài	皆在	giai tại
48827.0	0.66	罗莎	luōshā	羅莎	la sa, la toa
48828.0	0.66	槟城	bīnchéng	檳城	tân thành
48829.0	0.66	杂工	zágōng	雜工	tạp công
48830.0	0.66	Victoria	Victoria	Victoria	
48833.0	0.66	dance	dance	dance	
48834.0	0.66	使上	shǐshàng	使上	sử thượng, sử thướng, sứ thượng, sứ thướng
48835.0	0.66	奔回	bēnhúi	奔回	bôn hối, bôn hồi
48837.0	0.66	话茬	huàchí	話茬	thoại tra
48840.0	0.66	垂死挣扎	chúisǐzhēngzhā	垂死掙扎	thùy tử tránh trát
48844.0	0.66	保龄球馆	bǎolíngqíuguǎn	保齡球館	bảo linh cầu quán
48845.0	0.66	微雨	wēiyǔ	微雨	vi vú, vi vũ
48846.0	0.66	憋出	biēchū	憋出	biệt xích, biệt xúy, biệt xuất
48847.0	0.66	麻醉药	mázùiyào	麻醉藥	ma túy ước, ma túy điếu, ma túy dược
48848.0	0.66	兰波	lánbō	蘭波	lan ba
48849.0	0.66	truth	truth	truth	
48851.0	0.66	Days	Days	Days	
48855.0	0.66	净水	jìngshǔi	淨水	tịnh thủy
48856.0	0.66	睢	sūi	睢	huy, tuy
48857.0	0.66	打井	dǎjǐng	打井	đả tỉnh
48858.0	0.66	七十三	qīshísān	七十三	thất thập tam, thất thập tám
48860.0	0.66	小钟	xiǎozhōng	小鐘	tiểu chung
48861.0	0.66	蓝旗	lánqí	藍旗	lam kì, lam kỳ
48864.0	0.66	福冈	fúgāng	福岡	phúc cương
48867.0	0.66	艰苦创业	jiānkǔchuàngyè	艱苦創業	gian khổ sáng nghiệp, gian khổ sang nghiệp
48868.0	0.66	主会场	zhǔhùicháng	主會場	chủ hội tràng, chủ hội trường, chủ cối tràng, chủ cối trường
48870.0	0.66	矮墙	ǎiqiáng	矮牆	ải tường, nụy tường
48871.0	0.66	秦文贵	qínwéngùi	秦文貴	tần văn quý, tần vấn quý
48873.0	0.66	枫桥	fēngqiáo	楓橋	phong cao, phong khiêu, phong kiều
48874.0	0.66	照见	zhàojiàn	照見	chiếu kiến, chiếu hiện
48875.0	0.66	林红	línhóng	林紅	lâm hồng
48877.0	0.66	分析法	fēnxīfǎ	分析法	phận tích pháp, phân tích pháp
48878.0	0.66	刘经理	líujīnglǐ	劉經理	lưu kinh lí, lưu kinh lý
48882.0	0.66	农学院	nóngxuéyuàn	農學院	nông học viện
48883.0	0.66	田径场	tiánjìngcháng	田徑場	điền kính tràng, điền kính trường
48885.0	0.65	傻话	shǎhuà	傻話	sỏa thoại, xọa thoại
48886.0	0.65	疯牛病	fēngníubìng	瘋牛病	phong ngưu bệnh
48887.0	0.65	正定	zhèngdìng	正定	chánh đính, chánh định, chính đính, chính định
48888.0	0.65	其形	qíxíng	其形	ký hình, ki hình, kì hình, kỳ hình
48891.0	0.65	老资格	lǎozīgé	老資格	lão tư các, lão tư cách
48895.0	0.65	ｇ	ｇ	ｇ	
48897.0	0.65	洪海	hónghǎi	洪海	hồng hải
48901.0	0.65	pose	pose	pose	
48902.0	0.65	唤回	huànhúi	喚回	hoán hối, hoán hồi
48903.0	0.65	办公区	bàngōngqū	辦公區	biện công khu, biện công âu, bạn công khu, bạn công âu
48904.0	0.65	金泰	jīntài	金泰	kim thái
48905.0	0.65	Fire	Fire	Fire	
48906.0	0.65	抛掉	pāodiào	拋掉	phao trạo, phao điệu
48907.0	0.65	新闻史	xīnwénshǐ	新聞史	tân vặn sử, tân văn sử, tân vấn sử
48908.0	0.65	熨烫	yùntàng	熨燙	úy năng, úy nãng, uất năng, uất nãng
48910.0	0.65	微调	wēidiào	微調	vi điều, vi điệu
48914.0	0.65	陈彤	chéntóng	陳彤	trần đồng, trận đồng
48916.0	0.65	苗寨	miáozhài	苗寨	miêu trại
48917.0	0.65	秋游	qīuyóu	秋遊	thu du
48918.0	0.65	抚养费	fǔyǎngfèi	撫養費	phủ dượng phí, phủ dượng bỉ, phủ dưỡng phí, phủ dưỡng bỉ, mô dượng phí, mô dượng bỉ, mô dưỡng phí, mô dưỡng bỉ
48919.0	0.65	可疑人	kěyírén	可疑人	khả nghi nhân, khắc nghi nhân
48923.0	0.65	滥杀	lànshā	濫殺	lạm sát, lạm tát, lạm sái, cãm sát, cãm tát, cãm sái, lãm sát, lãm tát, lãm sái
48924.0	0.65	电热水器	diànrèshǔiqì	電熱水器	điện nhiệt thủy khí
48926.0	0.65	威虎山	wēihǔshān	威虎山	uy hổ san, uy hổ sơn
48927.0	0.65	抱出	bàochū	抱出	bão xích, bão xúy, bão xuất
48930.0	0.65	大洞	dàdòng	大洞	đại đỗng, đại động, thái đỗng, thái động
48933.0	0.65	头晕眼花	tóuyūnyǎnhuā	頭暈眼花	đầu vựng nhãn hoa
48934.0	0.65	嫉妒心	jídùxīn	嫉妒心	tật đố tâm
48937.0	0.65	红山	hóngshān	紅山	hồng san, hồng sơn
48938.0	0.65	中下游	zhōngxiàyóu	中下游	trúng hạ du, trúng há du, trung hạ du, trung há du
48939.0	0.65	逑	qíu	逑	cầu
48940.0	0.65	大中专	dàzhōngzhuān	大中專	đại trúng chuyên, đại trung chuyên, thái trúng chuyên, thái trung chuyên
48941.0	0.65	氦	hài	氦	
48942.0	0.65	照进	zhàojìn	照進	chiếu tiến
48943.0	0.65	War	War	War	
48944.0	0.65	щ	щ	щ	
48945.0	0.65	国税	guóshùi	國稅	quốc thoát, quốc thuế, quốc thối
48947.0	0.65	presentation	presentation	presentation	
48950.0	0.65	map	map	map	
48951.0	0.65	新泽西州	xīnzéxīzhōu	新澤西州	tân trạch tây châu, tân trạch tê châu
48952.0	0.65	流亡者	líuwángzhě	流亡者	lưu vô giả, lưu vong giả
48953.0	0.65	Jennifer	Jennifer	Jennifer	
48954.0	0.65	帅帅	shuàishuài	帥帥	súy súy, súy suất, suất súy, suất suất
48955.0	0.65	滑进	huájìn	滑進	hoạt tiến, cốt tiến
48956.0	0.65	说瞎话	shuōxiāhuà	說瞎話	duyệt hạt thoại, thuyết hạt thoại, thuế hạt thoại
48957.0	0.65	gb	gb	gb	
48958.0	0.65	孤军奋战	gūjūnfènzhàn	孤軍奮戰	cô quân phấn chiến
48962.0	0.65	西太后	xītàihòu	西太后	tây thái hấu, tây thái hậu, tê thái hấu, tê thái hậu
48963.0	0.65	小双	xiǎoshuāng	小雙	tiểu song
48965.0	0.65	非农	fēinóng	非農	phi nông
48967.0	0.65	冲口而出	chōngkǒuérchū	衝口而出	xung khẩu nhi xích, xung khẩu nhi xúy, xung khẩu nhi xuất, trùng khẩu nhi xích, trùng khẩu nhi xúy, trùng khẩu nhi xuất
48968.0	0.65	自然美	zìránměi	自然美	tự nhiên mĩ, tự nhiên mỹ
48969.0	0.65	劲舞	jìngwǔ	勁舞	kính vũ
48970.0	0.65	消暑	xiāoshǔ	消暑	tiêu thử
48971.0	0.65	北爱尔兰	běiàiěrlán	北愛爾蘭	bắc ái nhĩ lan
48973.0	0.65	温莎	wēnshā	溫莎	ôn sa, ôn toa, uẩn sa, uẩn toa
48974.0	0.65	Dell	Dell	Dell	
48976.0	0.65	DIOR	DIOR	DIOR	
48977.0	0.65	李健	lǐjiàn	李健	lí kiện, lý kiện
48979.0	0.65	校团委	xiàotuánwěi	校團委	giáo đoàn ủy, giáo đoàn uy, hiệu đoàn ủy, hiệu đoàn uy, hào đoàn ủy, hào đoàn uy
48981.0	0.65	BTV	BTV	BTV	
48983.0	0.65	拨到	bōdào	撥到	bát đáo
48984.0	0.65	张小贵	zhāngxiǎogùi	張小貴	trướng tiểu quý, trương tiểu quý
48986.0	0.65	高层次	gāocéngcì	高層次	cao tằng thứ
48987.0	0.65	中散	zhōngsàn	中散	trúng tán, trúng tản, trung tán, trung tản
48989.0	0.65	刘友斌	líuyǒubīn	劉友斌	lưu hữu bân
48990.0	0.65	李素丽	lǐsùlì	李素麗	lí tố ly, lí tố lệ, lý tố ly, lý tố lệ
48991.0	0.65	winter	winter	winter	
48997.0	0.65	Check	Check	Check	
49001.0	0.65	River	River	River	
49002.0	0.65	好谈	hǎotán	好談	hảo đàm, hiếu đàm
49003.0	0.65	spend	spend	spend	
49005.0	0.65	hentai	hentai	hentai	
49007.0	0.65	魏书生	wèishūshēng	魏書生	ngụy thư sanh, ngụy thư sinh
49008.0	0.65	八大处	bādàchù	八大處	bát đại xử, bát đại xứ, bát thái xử, bát thái xứ
49010.0	0.65	刘斯扬	líusīyáng	劉斯揚	lưu tư dương
49011.0	0.65	混饭吃	hùnfànchī	混飯吃	cổn phãn khiết, cổn phãn cật, cổn phạn khiết, cổn phạn cật, hỗn phãn khiết, hỗn phãn cật, hỗn phạn khiết, hỗn phạn cật
49013.0	0.65	library	library	library	
49014.0	0.65	Anna	Anna	Anna	
49016.0	0.65	小型张	xiǎoxíngzhāng	小型張	tiểu hình trướng, tiểu hình trương
49020.0	0.65	reads	reads	reads	
49024.0	0.65	电教室	diànjiàoshì	電教室	điện giáo thất
49025.0	0.65	UNIVERSITY	UNIVERSITY	UNIVERSITY	
49026.0	0.65	张可	zhāngkě	張可	trướng khả, trướng khắc, trương khả, trương khắc
49028.0	0.65	汗湿	hànshī	汗溼	hàn thấp, hàn chập, hãn thấp, hãn chập
49030.0	0.65	泉州市	quánzhōushì	泉州市	toàn châu thị, tuyền châu thị
49032.0	0.65	张东健	zhāngdōngjiàn	張東健	trướng đông kiện, trương đông kiện
49033.0	0.65	附表	fùbiǎo	附表	phụ biểu
49037.0	0.65	仓惶	cānghuáng	倉惶	thảng hoàng, thương hoàng
49040.0	0.65	宜昌市	yíchāngshì	宜昌市	nghi xương thị
49044.0	0.65	ㄚ	ㄚ	ㄚ	
49045.0	0.65	篡	cuàn	篡	soán
49047.0	0.65	抚恤金	fǔxùjīn	撫卹金	phủ tuất kim, mô tuất kim
49048.0	0.65	互有	hùyǒu	互有	hỗ dựu, hỗ hữu
49051.0	0.65	文友	wényǒu	文友	văn hữu, vấn hữu
49052.0	0.65	音乐史	yīnlèshǐ	音樂史	âm nhạc sử, âm lạc sử, âm nhạo sử
49053.0	0.65	教育课	jiàoyùkè	教育課	giáo dục khóa
49054.0	0.65	编为	biānwèi	編為	biên vi
49057.0	0.65	土丘	tǔqīu	土丘	đỗ khiêu, đỗ khâu, độ khiêu, độ khâu, thổ khiêu, thổ khâu
49061.0	0.65	中宗	zhōngzōng	中宗	trúng tông, trung tông
49063.0	0.65	黄小姐	huángxiǎojiě	黃小姐	hoàng tiểu tỷ, hoàng tiểu tả, hoàng tiểu thư
49065.0	0.65	岳青岚	yuèqīnglán	岳青嵐	nhạc thanh lam
49066.0	0.65	己见	jǐjiàn	己見	kỷ kiến, kỷ hiện
49067.0	0.65	茫茫然	mángmángrán	茫茫然	mang mang nhiên
49068.0	0.65	年轻气盛	niánqīngqìshèng	年輕氣盛	niên khánh khí thịnh, niên khánh khí thình, niên khánh khất thịnh, niên khánh khất thình, niên khinh khí thịnh, niên khinh khí thình, niên khinh khất thịnh, niên khinh khất thình
49069.0	0.65	sometimes	sometimes	sometimes	
49071.0	0.65	memory	memory	memory	
49073.0	0.65	姜育恒	jiāngyùhéng	姜育恆	khương dục hằng, khương dục căng, khương dục cắng
49074.0	0.65	贾珍	jiǎzhēn	賈珍	cổ trân, giả trân, giá trân
49076.0	0.65	┏	┏	┏	
49077.0	0.65	剥光	bōguāng	剝光	bác quang
49078.0	0.65	约到	yuēdào	約到	ước đáo
49079.0	0.65	斟上	zhēnshàng	斟上	châm thượng, châm thướng
49080.0	0.65	看够	kàngòu	看夠	khán cú, khán hú
49081.0	0.65	陈一龙	chényīlóng	陳一龍	trần nhất long, trần nhất sủng, trận nhất long, trận nhất sủng
49085.0	0.65	拌匀	bànyún	拌勻	phan quân, bạn quân
49087.0	0.65	经幡	jīngfān	經幡	kinh phiên, kinh phan
49088.0	0.65	费钱	fèiqián	費錢	phí tiền, phí tiễn, bỉ tiền, bỉ tiễn
49089.0	0.65	财年	cáinián	財年	tài niên
49092.0	0.65	生男	shēngnán	生男	sanh nam, sinh nam
49093.0	0.65	庚申	gēngshēn	庚申	canh thân
49094.0	0.65	郅	zhì	郅	chất, chí
49095.0	0.65	里约	lǐyuē	裡約	lí ước, lý ước
49096.0	0.65	孤寡老人	gūguǎlǎorén	孤寡老人	cô quả lão nhân
49098.0	0.65	那一阵	nàyīzhèn	那一陣	na nhất trận, nả nhất trận
49101.0	0.65	偏又	piānyòu	偏又	thiên hựu
49102.0	0.65	瓶瓶罐罐	píngpíngguànguàn	瓶瓶罐罐	bình bình quán quán
49103.0	0.65	ＸＸ	ＸＸ	ＸＸ	
49104.0	0.65	冷水澡	lěngshǔizǎo	冷水澡	lãnh thủy táo, lãnh thủy tháo
49105.0	0.65	正大光明	zhèngdàguāngmíng	正大光明	chánh đại quang minh, chánh thái quang minh, chính đại quang minh, chính thái quang minh
49107.0	0.65	北苑	běiyuàn	北苑	bắc uẩn, bắc uất, bắc uyển
49109.0	0.65	奴性	núxìng	奴性	nô tính
49110.0	0.65	晋察冀	jìnchájì	晉察冀	tấn sát kí
49111.0	0.65	黄进	huángjìn	黃進	hoàng tiến
49114.0	0.65	团总支	tuánzǒngzhī	團總支	đoàn tổng chi
49115.0	0.65	金毛	jīnmáo	金毛	kim mao, kim mô
49118.0	0.65	缩头	suōtóu	縮頭	súc đầu
49120.0	0.65	镜前	jìngqián	鏡前	kính tiền
49122.0	0.65	DDR	DDR	DDR	
49128.0	0.65	董必武	dǒngbìwǔ	董必武	đổng tất vũ, đổng tất võ
49130.0	0.65	封封	fēngfēng	封封	phong phong
49132.0	0.65	保健食品	bǎojiànshípǐn	保健食品	bảo kiện thực phẩm, bảo kiện tự phẩm
49134.0	0.65	京东	jīngdōng	京東	kinh đông
49135.0	0.65	市场报	shìchángbào	市場報	thị tràng báo, thị trường báo
49136.0	0.65	Study	Study	Study	
49137.0	0.65	宝庆	bǎoqìng	寶慶	bảo khương, bảo khanh, bảo khánh
49138.0	0.65	庖	páo	庖	bào
49139.0	0.65	俊吉	jùnjí	俊吉	tuấn cát
49140.0	0.65	白俄	báié	白俄	bạch nga
49147.0	0.65	Saint	Saint	Saint	
49150.0	0.65	鄄	juàn	鄄	quyên
49152.0	0.65	沙里	shālǐ	沙裡	sa lí, sa lý, sá lí, sá lý
49159.0	0.65	不正之风	bùzhèngzhīfēng	不正之風	phầu chánh chi phong, phầu chính chi phong, phủ chánh chi phong, phủ chính chi phong, bất chánh chi phong, bất chính chi phong, phi chánh chi phong, phi chính chi phong
49161.0	0.65	镇江市	zhènjiāngshì	鎮江市	trấn giang thị
49162.0	0.65	司马光	sīmǎguāng	司馬光	tư mã quang, ti mã quang
49163.0	0.65	ガ	ガ	ガ	
49164.0	0.65	接待处	jiēdàichù	接待處	tiếp đãi xử, tiếp đãi xứ
49165.0	0.65	余款	yúkuǎn	餘款	dư khoản
49166.0	0.65	莎乐美	shālèměi	莎樂美	sa nhạc mĩ, sa nhạc mỹ, sa lạc mĩ, sa lạc mỹ, sa nhạo mĩ, sa nhạo mỹ, toa nhạc mĩ, toa nhạc mỹ, toa lạc mĩ, toa lạc mỹ, toa nhạo mĩ, toa nhạo mỹ
49168.0	0.65	三元桥	sānyuánqiáo	三元橋	tam nguyên cao, tam nguyên khiêu, tam nguyên kiều, tám nguyên cao, tám nguyên khiêu, tám nguyên kiều
49169.0	0.65	作事	zuòshì	作事	tác sự
49171.0	0.65	朱成虎	zhūchénghǔ	朱成虎	chu thành hổ
49172.0	0.65	张欣	zhāngxīn	張欣	trướng hân, trướng hy, trương hân, trương hy
49175.0	0.65	爱将	àijiāng	愛將	ái tương, ái thương, ái tướng
49176.0	0.65	超限	chāoxiàn	超限	siêu hạn
49177.0	0.65	周口	zhōukǒu	周口	chu khẩu
49178.0	0.65	黑龙江大学	hēilóngjiāngdàxué	黑龍江大學	hắc long giang đại học, hắc long giang thái học, hắc sủng giang đại học, hắc sủng giang thái học
49180.0	0.65	细致入微	xìzhìrùwēi	細緻入微	tế trí nhập vi
49183.0	0.65	善棠	shàntáng	善棠	thiến đường, thiện đường
49184.0	0.65	神性	shénxìng	神性	thần tính
49185.0	0.65	五指山	wǔzhǐshān	五指山	ngũ chỉ san, ngũ chỉ sơn
49186.0	0.65	山地车	shāndìchē	山地車	san đích xa, san địa xa, sơn đích xa, sơn địa xa
49188.0	0.65	翻上	fānshàng	翻上	phiên thượng, phiên thướng
49189.0	0.65	抗议者	kàngyìzhě	抗議者	kháng nghị giả
49191.0	0.65	哂	shěn	哂	sẩn
49192.0	0.65	Wu	Wu	Wu	
49193.0	0.65	中国农业大学	zhōngguónóngyèdàxué	中國農業大學	trúng quốc nông nghiệp đại học, trúng quốc nông nghiệp thái học, trung quốc nông nghiệp đại học, trung quốc nông nghiệp thái học
49195.0	0.65	南通市	nántōngshì	南通市	nam thông thị
49197.0	0.65	赵宽	zhàokuān	趙寬	triệu khoan
49198.0	0.65	缝衣	féngyī	縫衣	phúng ý, phúng y, phùng ý, phùng y
49201.0	0.65	寿峰	shòufēng	壽峰	thọ phong
49202.0	0.65	猪脚	zhūjiǎo	豬腳	trư cước
49203.0	0.65	MBO	MBO	MBO	
49204.0	0.65	妙玉	miàoyù	妙玉	diệu ngọc, diệu túc
49206.0	0.65	地缝	dìféng	地縫	đích phúng, đích phùng, địa phúng, địa phùng
49208.0	0.65	一片哗然	yīpiànhuārán	一片嘩然	nhất phiến hoa nhiên
49210.0	0.65	丫子	yāzǐ	丫子	nha tử, nha tý
49211.0	0.65	日尔曼	rìěrmàn	日爾曼	nhật nhĩ mạn, nhật nhĩ man
49213.0	0.65	沙坑	shākēng	沙坑	sa khanh, sá khanh
49214.0	0.65	眯成	mǐchéng	瞇成	mị thành
49217.0	0.65	遥感	yáogǎn	遙感	diêu cảm, dao cảm
49219.0	0.65	中级人民法院	zhōngjírénmínfǎyuàn	中級人民法院	trúng cấp nhân dân pháp viện, trung cấp nhân dân pháp viện
49220.0	0.65	解忧	jiěyōu	解憂	giải ưu, giái ưu, giới ưu
49221.0	0.65	李寻欢	lǐxúnhuān	李尋歡	lí tầm hoàn, lí tầm hoan, lý tầm hoàn, lý tầm hoan
49222.0	0.65	父业	fùyè	父業	phủ nghiệp, phụ nghiệp
49223.0	0.65	DO	DO	DO	
49225.0	0.65	各显神通	gèxiǎnshéntōng	各顯神通	các hiển thần thông
49226.0	0.65	学术研讨会	xuézhúyántǎohùi	學術研討會	học thuật nghiên thảo hội, học thuật nghiên thảo cối, học truật nghiên thảo hội, học truật nghiên thảo cối
49231.0	0.65	黄歌	huánggē	黃歌	hoàng ca
49232.0	0.65	老柴	lǎochái	老柴	lão sài, lão tí
49233.0	0.65	中田	zhōngtián	中田	trúng điền, trung điền
49234.0	0.65	almost	almost	almost	
49236.0	0.65	联产	liánchǎn	聯產	liên sản
49237.0	0.65	电梯间	diàntījiān	電梯間	điện thê gian
49239.0	0.65	百色	bǎisè	百色	bá sắc, mạch sắc, bách sắc
49241.0	0.65	mms	mms	mms	
49244.0	0.65	Any	Any	Any	
49246.0	0.65	罹难者	línánzhě	罹難者	li nan giả, li nạn giả
49247.0	0.65	李芳	lǐfāng	李芳	lí phương, lý phương
49249.0	0.65	乱撞	luànzhuàng	亂撞	loạn chàng
49250.0	0.65	宝鉴	bǎojiàn	寶鑑	bảo giám
49253.0	0.65	人民日报社	rénmínrìbàoshè	人民日報社	nhân dân nhật báo xã
49254.0	0.65	推拉	tūilā	推拉	thôi lạp
49255.0	0.65	接收器	jiēshōuqì	接收器	tiếp thu khí, tiếp thú khí
49256.0	0.65	佞	nìng	佞	nịnh
49260.0	0.65	直接了当	zhíjiēledāng	直接了當	trực tiếp liễu đương, trực tiếp liễu đáng, trực tiếp liệu đương, trực tiếp liệu đáng
49264.0	0.65	鸣放	míngfàng	鳴放	minh phỏng, minh phóng
49266.0	0.65	乌江	wūjiāng	烏江	ô giang
49268.0	0.65	Rebecca	Rebecca	Rebecca	
49270.0	0.65	管理科	guǎnlǐkē	管理科	quản lí khoa, quản lý khoa
49272.0	0.65	善者	shànzhě	善者	thiến giả, thiện giả
49273.0	0.65	陈天桥	chéntiānqiáo	陳天橋	trần thiên cao, trần thiên khiêu, trần thiên kiều, trận thiên cao, trận thiên khiêu, trận thiên kiều
49275.0	0.65	卧铺票	wòpūpiào	臥鋪票	ngọa phô phiêu, ngọa phô tiêu, ngọa phô phiếu, ngọa phố phiêu, ngọa phố tiêu, ngọa phố phiếu
49276.0	0.65	丁子恒	dīngzǐhéng	丁子恆	chênh tử hằng, chênh tử căng, chênh tử cắng, chênh tý hằng, chênh tý căng, chênh tý cắng, đinh tử hằng, đinh tử căng, đinh tử cắng, đinh tý hằng, đinh tý căng, đinh tý cắng
49277.0	0.65	追讨	zhūitǎo	追討	truy thảo, đôi thảo
49278.0	0.65	麻将桌	májiāngzhuō	麻將桌	ma tương trác, ma thương trác, ma tướng trác
49279.0	0.65	妫	gūi	媯	quy
49280.0	0.65	丰富性	fēngfùxìng	豐富性	phong phú tính
49281.0	0.65	节目表	jiémùbiǎo	節目表	tiết mục biểu, tiệt mục biểu
49282.0	0.65	BE	BE	BE	
49285.0	0.65	白帆	báifān	白帆	bạch phàm, bạch phâm
49286.0	0.65	绝尘而去	juéchénérqù	絕塵而去	tuyệt trần nhi khứ, tuyệt trần nhi khu
49287.0	0.65	牛乳	níurǔ	牛乳	ngưu nhũ
49289.0	0.65	诗稿	shīgǎo	詩稿	thi cảo
49290.0	0.65	校校	xiàoxiào	校校	giáo giáo, giáo hiệu, giáo hào, hiệu giáo, hiệu hiệu, hiệu hào, hào giáo, hào hiệu, hào hào
49294.0	0.65	加拿大大学	jiānádàdàxué	加拿大大學	gia noa đại đại học, gia noa đại thái học, gia noa thái đại học, gia noa thái thái học, gia nã đại đại học, gia nã đại thái học, gia nã thái đại học, gia nã thái thái học, gia nư đại đại học, gia nư đại thái học, gia nư thái đại học, gia nư thái thái học
49295.0	0.65	田头	tiántóu	田頭	điền đầu
49298.0	0.65	享有盛誉	xiǎngyǒushèngyù	享有盛譽	hưởng dựu thịnh dự, hưởng dựu thình dự, hưởng hữu thịnh dự, hưởng hữu thình dự
49302.0	0.65	节电	jiédiàn	節電	tiết điện, tiệt điện
49303.0	0.65	炸药包	zhàyàobāo	炸藥包	tạc ước bao, tạc điếu bao, tạc dược bao
49306.0	0.65	超短	chāoduǎn	超短	siêu đoản
49312.0	0.65	物权	wùquán	物權	vật quyền
